roof_area_m2,roof_height_m,roof_type,roof_covering,labor_count,duration_days
239.4,2.6,Hip,Concrete Tiles,3,42
154.2,2.08,Gable,Clay Tiles,9,18
280.4,1.22,Gable,Clay Tiles,12,18
299.3,3.3,Gable,Metal Sheets,8,14
294.5,1.82,Flat,RC Slab,5,40
169.1,1.35,Flat,RC Slab,10,20
147,3.12,Flat,RC Slab,11,21
265.7,2.24,Lean-to,Metal Sheets,10,12
286.1,2.32,Gable,Clay Tiles,14,20
187.6,2.01,Lean-to,Metal Sheets,6,12
329.7,3.45,Flat,RC Slab,10,37
108.7,2.13,Lean-to,Metal Sheets,13,5
322.1,1.92,Flat,RC Slab,4,45
96.1,2.15,Hip,Metal Sheets,5,10
111,1.9,Gable,Clay Tiles,2,29
198.9,2.17,Hip,Clay Tiles,7,32
87.1,1.5,Gable,Metal Sheets,2,16
81.6,1.77,Hip,Clay Tiles,12,10
44.1,2.37,Gable,Clay Tiles,3,12
173.8,3.53,Gable,Metal Sheets,11,9
275.4,1.38,Lean-to,Asbestos Sheets,10,12
73.8,1.92,Flat,RC Slab,15,10
233.1,3.66,Hip,Metal Sheets,6,22
295.3,3.58,Gable,Metal Sheets,6,21
114.2,2.92,Hip,Asbestos Sheets,5,14
109.4,1.99,Lean-to,Metal Sheets,9,7
312.8,2.38,Flat,RC Slab,5,40
295.3,1.92,Flat,RC Slab,3,51
200.2,1.67,Hip,Metal Sheets,15,10
293.6,2.3,Gable,Metal Sheets,11,12
95.2,2.68,Flat,RC Slab,3,23
163.8,2.26,Lean-to,Metal Sheets,10,8
261.6,2.76,Hip,Asbestos Sheets,6,26
133,2.12,Hip,Clay Tiles,4,28
266.9,2.23,Hip,Metal Sheets,8,18
191,3.22,Hip,Concrete Tiles,13,22
266.2,3.53,Lean-to,Metal Sheets,2,37
180.9,2.18,Flat,RC Slab,6,26
157.6,2.68,Hip,Clay Tiles,14,18
125,2.08,Hip,Asbestos Sheets,7,13
122.7,1.36,Hip,Concrete Tiles,3,27
266.6,3.07,Gable,Clay Tiles,8,28
102.5,1.81,Hip,Clay Tiles,11,11
93.1,2.39,Lean-to,Asbestos Sheets,15,6
116,2.5,Flat,RC Slab,10,19
115.8,1.85,Gable,Clay Tiles,2,28
295.3,1.55,Flat,RC Slab,13,26
164.7,2.24,Flat,RC Slab,12,19
413.9,3.89,Gable,Concrete Tiles,11,23
107.1,2.77,Flat,RC Slab,14,15
233.5,2.3,Flat,RC Slab,12,24
176.9,1.28,Lean-to,Asbestos Sheets,5,16
163.4,2.74,Gable,Clay Tiles,7,23
320,1.54,Gable,Concrete Tiles,9,23
392.5,2.61,Hip,Clay Tiles,8,34
318.8,3.11,Gable,Asbestos Sheets,10,17
119.4,2.38,Hip,Metal Sheets,11,8
125.3,2.13,Lean-to,Metal Sheets,3,13
234.3,1.33,Gable,Concrete Tiles,9,20
139.9,1.18,Hip,Concrete Tiles,2,38
260.5,2.4,Lean-to,Clay Tiles,9,23
207.8,3.55,Hip,Clay Tiles,7,32
203.5,2,Hip,Concrete Tiles,4,38
297.7,2.68,Hip,Asbestos Sheets,15,13
252.1,2.93,Gable,Clay Tiles,5,36
69.5,1.4,Gable,Concrete Tiles,2,18
80.3,1.75,Flat,RC Slab,7,20
217.8,2.2,Hip,Clay Tiles,12,23
186.3,2.9,Gable,Concrete Tiles,2,45
133.6,2.41,Gable,Clay Tiles,8,21
169.5,3.06,Lean-to,Clay Tiles,7,20
269,3.49,Gable,Clay Tiles,14,20
296.8,3.13,Flat,RC Slab,2,52
206.3,4.25,Hip,Clay Tiles,2,60
161.6,3.12,Hip,Metal Sheets,9,11
135.9,3.43,Gable,Metal Sheets,4,15
195.7,3.36,Gable,Concrete Tiles,11,18
145.5,3.05,Hip,Metal Sheets,5,16
207.1,3.26,Flat,RC Slab,9,26
240.8,3.79,Gable,Clay Tiles,2,60
86.6,2.48,Hip,Concrete Tiles,11,10
45.9,2.82,Hip,Clay Tiles,9,8
123.5,2.56,Gable,Clay Tiles,2,37
330.5,3.42,Hip,Asbestos Sheets,5,29
231.2,2.4,Gable,Metal Sheets,2,34
115.1,3.32,Hip,Clay Tiles,2,41
328.2,3.25,Gable,Clay Tiles,11,26
182.2,3.96,Hip,Asbestos Sheets,7,16
183.8,2.01,Gable,Clay Tiles,13,17
356.6,3,Hip,Clay Tiles,5,46
84.2,3.13,Hip,Clay Tiles,12,11
124.1,3.8,Lean-to,Metal Sheets,10,7
213.3,3.65,Hip,Clay Tiles,11,23
120.1,2.68,Lean-to,Clay Tiles,13,11
241.8,2.69,Gable,Clay Tiles,11,20
123.9,1.8,Hip,Concrete Tiles,12,13
97,4.06,Gable,Metal Sheets,12,6
122.4,2.03,Hip,Concrete Tiles,8,18
170.5,3.04,Flat,RC Slab,12,21
116,3.24,Lean-to,Asbestos Sheets,13,7
106.5,2.42,Hip,Concrete Tiles,12,13
312.5,1.92,Flat,RC Slab,10,30
146.8,1.86,Gable,Concrete Tiles,3,25
155.9,3.44,Gable,Concrete Tiles,8,16
82.6,2.55,Lean-to,Asbestos Sheets,2,15
155.1,1.53,Gable,Metal Sheets,3,17
134.6,3.02,Gable,Metal Sheets,7,11
220.4,2.02,Lean-to,Metal Sheets,8,12
122.1,3.52,Lean-to,Asbestos Sheets,9,8
327.1,2.15,Flat,RC Slab,14,29
352.4,1.89,Hip,Metal Sheets,12,15
97.2,1.51,Lean-to,Metal Sheets,7,7
99.4,2.55,Gable,Metal Sheets,6,10
101.5,2.43,Hip,Clay Tiles,11,13
223.1,3.11,Hip,Clay Tiles,5,41
103.3,2.46,Lean-to,Asbestos Sheets,14,6
308.7,2.23,Lean-to,Metal Sheets,12,10
267.7,2.04,Flat,RC Slab,11,30
293.9,2.08,Gable,Clay Tiles,5,35
196.8,3.75,Hip,Clay Tiles,10,27
428.8,1.79,Gable,Metal Sheets,13,13
78.1,4.2,Lean-to,Metal Sheets,3,11
165.4,2.19,Gable,Concrete Tiles,4,29
147.6,1.52,Gable,Metal Sheets,9,9
366.6,2.01,Flat,RC Slab,7,38
210.7,1.39,Hip,Concrete Tiles,11,21
288.1,3.22,Lean-to,Concrete Tiles,7,26
114.7,2.55,Gable,Metal Sheets,15,6
396.2,2.21,Lean-to,Metal Sheets,6,20
189.6,2.88,Gable,Asbestos Sheets,7,18
188.3,2.81,Gable,Concrete Tiles,2,47
387.2,3.82,Hip,Clay Tiles,5,54
160.5,3.95,Gable,Clay Tiles,5,23
164.5,2.92,Hip,Concrete Tiles,12,16
213,3.31,Gable,Clay Tiles,6,29
104.8,3.23,Gable,Concrete Tiles,4,19
146.9,2.51,Flat,RC Slab,6,25
119.6,2.98,Gable,Clay Tiles,9,13
98.2,1.48,Flat,RC Slab,12,16
315.4,3.13,Flat,RC Slab,15,34
214.3,3.96,Gable,Concrete Tiles,2,57
155.4,1.51,Lean-to,Metal Sheets,13,7
167.1,3.37,Gable,Metal Sheets,7,13
172.7,3.78,Hip,Clay Tiles,13,18
227.2,1.96,Gable,Clay Tiles,2,54
350.5,2.58,Lean-to,Metal Sheets,10,16
354.6,3.75,Hip,Concrete Tiles,15,23
163.1,3.94,Hip,Concrete Tiles,2,47
148.8,1.67,Lean-to,Metal Sheets,13,7
177.5,2.24,Gable,Clay Tiles,3,39
208.2,2.97,Lean-to,Asbestos Sheets,15,9
180.2,1.95,Flat,RC Slab,12,22
235.1,2.19,Lean-to,Metal Sheets,14,9
204.5,1.17,Lean-to,Metal Sheets,14,8
146.8,1.75,Lean-to,Asbestos Sheets,6,13
152.5,2.66,Gable,Concrete Tiles,7,17
160,2.86,Lean-to,Asbestos Sheets,11,10
95.7,2.85,Lean-to,Metal Sheets,4,10
113.8,3.19,Flat,RC Slab,6,27
256.4,2.37,Gable,Clay Tiles,3,46
162.5,2.07,Lean-to,Metal Sheets,14,7
124,1.1,Gable,Clay Tiles,5,20
206.8,1.91,Hip,Clay Tiles,7,29
268.1,2.16,Hip,Asbestos Sheets,8,18
133,1.83,Gable,Concrete Tiles,7,15
296.9,1.15,Flat,RC Slab,12,27
351,1.77,Gable,Clay Tiles,14,18
216.6,2.89,Flat,RC Slab,10,28
238.4,2.8,Lean-to,Metal Sheets,13,8
81.5,3.79,Gable,Metal Sheets,3,12
364.1,3.25,Flat,RC Slab,15,31
163.3,2.67,Gable,Clay Tiles,3,34
348.5,1.7,Lean-to,Metal Sheets,2,33
211.3,2.66,Lean-to,Metal Sheets,2,29
52.3,1.4,Gable,Metal Sheets,5,5
75.6,2.4,Flat,RC Slab,13,13
242.1,2.32,Hip,Concrete Tiles,6,33
206.7,2.39,Hip,Clay Tiles,13,20
69.5,2.09,Flat,RC Slab,7,15
263.7,2.94,Hip,Clay Tiles,3,57
308.6,3.39,Flat,RC Slab,8,35
189,3.16,Gable,Concrete Tiles,5,33
181.1,2.8,Hip,Concrete Tiles,6,28
53.4,2.61,Lean-to,Asbestos Sheets,9,4
280.1,1.23,Gable,Clay Tiles,13,19
149.1,3.03,Hip,Metal Sheets,10,10
321.9,2.62,Gable,Asbestos Sheets,5,26
158.8,2.07,Lean-to,Asbestos Sheets,12,8
207.4,2.19,Hip,Clay Tiles,11,23
135.8,3.79,Hip,Concrete Tiles,5,24
112.6,2.79,Gable,Clay Tiles,13,10
275.5,2.48,Hip,Clay Tiles,13,21
189,2.78,Lean-to,Metal Sheets,10,10
199.6,2.37,Hip,Asbestos Sheets,6,22
381.6,2.47,Hip,Clay Tiles,6,42
379.8,2.11,Flat,RC Slab,8,41
310.2,2.41,Hip,Metal Sheets,4,31
118.4,2.94,Hip,Concrete Tiles,6,20
215.7,1.29,Gable,Concrete Tiles,3,43
321.6,3.24,Gable,Clay Tiles,4,42
159.1,2.09,Flat,RC Slab,12,21
97.6,2.93,Lean-to,Asbestos Sheets,3,13
290.1,2.83,Lean-to,Metal Sheets,8,16
185.2,2.86,Lean-to,Metal Sheets,8,11
207.2,2.76,Hip,Clay Tiles,2,59
400.8,3.94,Gable,Clay Tiles,13,25
219.5,2.55,Flat,RC Slab,15,23
171.1,3.06,Lean-to,Metal Sheets,10,10
158,2.99,Flat,RC Slab,11,23
169.3,1.98,Hip,Clay Tiles,5,30
102.3,2.1,Flat,RC Slab,13,16
283.4,2.38,Lean-to,Metal Sheets,12,10
301.8,2.08,Lean-to,Clay Tiles,8,25
138.8,2.27,Lean-to,Metal Sheets,11,7
143.1,2.32,Hip,Clay Tiles,15,19
319.6,2.75,Gable,Clay Tiles,10,26
68,1.94,Hip,Clay Tiles,4,15
195.3,3.27,Gable,Concrete Tiles,6,23
180.6,2.41,Lean-to,Metal Sheets,4,18
245.2,2.99,Hip,Concrete Tiles,6,33
113.2,1.49,Hip,Concrete Tiles,14,10
238.2,2.47,Gable,Clay Tiles,4,39
159.6,1.21,Flat,RC Slab,14,20
222.9,2.91,Hip,Asbestos Sheets,5,27
76.3,2.23,Gable,Asbestos Sheets,8,7
180.1,3.87,Lean-to,Metal Sheets,9,11
195.8,2.19,Hip,Clay Tiles,3,47
124,2.66,Hip,Clay Tiles,4,28
107.7,2.03,Gable,Clay Tiles,6,16
118.6,2.78,Hip,Concrete Tiles,2,39
152.1,2.47,Flat,RC Slab,12,20
96.4,2.28,Lean-to,Asbestos Sheets,9,6
365.6,1.9,Gable,Clay Tiles,13,22
166.3,1.61,Lean-to,Metal Sheets,14,7
289.2,1.64,Flat,RC Slab,6,31
391.2,4.41,Gable,Clay Tiles,13,21
91.5,2.36,Gable,Asbestos Sheets,2,19
232.9,0.91,Gable,Asbestos Sheets,8,17
318.1,3.9,Lean-to,Metal Sheets,11,12
227.5,1.14,Gable,Concrete Tiles,8,22
172.1,2.37,Hip,Concrete Tiles,12,17
172.6,3.02,Flat,RC Slab,14,21
74.3,3.69,Lean-to,Asbestos Sheets,7,7
199.1,3.01,Flat,RC Slab,5,31
420.4,2.46,Lean-to,Asbestos Sheets,10,14
375.3,4.05,Gable,Metal Sheets,14,13
76.4,1.28,Lean-to,Metal Sheets,15,4
250.5,4.18,Gable,Clay Tiles,13,20
142.6,3.42,Gable,Asbestos Sheets,5,16
335.4,3.76,Lean-to,Metal Sheets,4,23
78.5,2.03,Gable,Clay Tiles,10,9
356.9,1.72,Gable,Metal Sheets,7,18
301.7,2.88,Flat,RC Slab,10,32
102.1,2.56,Gable,Metal Sheets,14,6
84.3,2.58,Gable,Concrete Tiles,9,9
300.5,3.73,Flat,RC Slab,6,36
111.5,2.78,Lean-to,Asbestos Sheets,14,6
199.1,2.16,Lean-to,Asbestos Sheets,8,13
343.2,2.34,Gable,Clay Tiles,10,23
208.1,1.69,Hip,Concrete Tiles,3,39
164.4,1.87,Lean-to,Asbestos Sheets,9,10
176,1.72,Gable,Metal Sheets,7,12
85.5,3.29,Gable,Clay Tiles,3,18
385,2.99,Gable,Clay Tiles,4,47
144.6,2.59,Hip,Metal Sheets,11,9
118.8,2.29,Gable,Clay Tiles,4,24
139.2,2.9,Flat,RC Slab,3,32
380.6,3.29,Lean-to,Metal Sheets,2,37
95.6,3.54,Gable,Metal Sheets,2,17
316,2.62,Flat,RC Slab,8,28
251.2,3.32,Gable,Concrete Tiles,8,23
298.3,2.55,Gable,Clay Tiles,10,24
392.9,2.48,Lean-to,Metal Sheets,10,14
303.9,3.48,Hip,Clay Tiles,9,28
362.5,2.31,Lean-to,Asbestos Sheets,15,12
104.5,2.33,Hip,Concrete Tiles,5,17
283.8,2.14,Gable,Clay Tiles,11,23
202.1,2.57,Hip,Clay Tiles,3,48
201.5,2.62,Gable,Clay Tiles,13,19
333.1,2.88,Lean-to,Metal Sheets,7,18
388.2,2.4,Flat,RC Slab,6,41
250.2,1.94,Gable,Clay Tiles,3,47
185.5,3.48,Hip,Concrete Tiles,9,23
178.8,2.23,Flat,RC Slab,7,34
161.9,3.73,Lean-to,Metal Sheets,15,6
156.1,1.91,Gable,Clay Tiles,4,26
163.1,2.65,Gable,Concrete Tiles,7,21
94.3,2.6,Gable,Clay Tiles,14,10
90.4,3.35,Hip,Clay Tiles,13,12
277.4,1.71,Hip,Clay Tiles,12,26
176.2,3.66,Gable,Clay Tiles,9,17
353.2,2.59,Hip,Clay Tiles,14,29
220.9,2.71,Hip,Metal Sheets,5,23
74,2.55,Gable,Clay Tiles,13,8
111.9,1.26,Lean-to,Asbestos Sheets,10,6
122.2,2.52,Hip,Metal Sheets,6,13
392.7,2.05,Hip,Clay Tiles,5,43
124.9,2.22,Hip,Clay Tiles,9,18
194,2.85,Gable,Clay Tiles,2,50
357.1,2.52,Lean-to,Metal Sheets,12,12
394.4,1.54,Hip,Concrete Tiles,5,37
128.6,1.46,Hip,Clay Tiles,7,20
80.1,1.85,Lean-to,Asbestos Sheets,4,9
111,1.86,Lean-to,Metal Sheets,8,7
85.6,2.76,Lean-to,Asbestos Sheets,7,8
120,1.83,Gable,Metal Sheets,4,13
208.4,3.54,Gable,Concrete Tiles,14,15
341.2,1.91,Flat,RC Slab,12,31
199.8,1.53,Hip,Asbestos Sheets,7,23
225,3.52,Flat,RC Slab,2,60
121.4,2.12,Lean-to,Clay Tiles,13,8
285.7,2.39,Gable,Clay Tiles,11,23
222.6,3.94,Gable,Clay Tiles,9,27
314.4,3.84,Hip,Clay Tiles,10,31
366.8,3.01,Gable,Clay Tiles,2,60
153,1.44,Flat,RC Slab,8,22
94.5,2.72,Flat,RC Slab,4,23
126.4,4.21,Hip,Concrete Tiles,11,14
174.2,3.86,Flat,RC Slab,15,24
364.3,1.59,Hip,Clay Tiles,9,31
160,2.33,Flat,RC Slab,10,21
273.9,2.17,Gable,Concrete Tiles,11,22
200.7,1.68,Flat,RC Slab,15,20
117.4,2.96,Flat,RC Slab,2,31
146.8,2.07,Gable,Metal Sheets,6,11
233.4,2.23,Hip,Clay Tiles,5,47
239.6,1.53,Lean-to,Metal Sheets,12,9
173.5,2.52,Gable,Clay Tiles,8,17
126.9,1.77,Flat,RC Slab,12,17
256,2.4,Lean-to,Asbestos Sheets,8,16
114.4,1.72,Lean-to,Asbestos Sheets,15,6
357.4,3.9,Hip,Clay Tiles,12,35
118.5,1.73,Flat,RC Slab,2,35
99.3,2.57,Lean-to,Asbestos Sheets,15,5
189.3,1.88,Hip,Clay Tiles,15,17
195,1.47,Gable,Metal Sheets,2,32
192,1.89,Gable,Concrete Tiles,7,21
173.9,1.37,Lean-to,Metal Sheets,15,7
423.5,1.71,Hip,Concrete Tiles,13,23
186.4,2.52,Gable,Metal Sheets,8,11
184.2,2.86,Gable,Metal Sheets,9,11
170.3,1.52,Lean-to,Metal Sheets,2,22
86.8,2.42,Hip,Metal Sheets,9,8
215.3,2.7,Lean-to,Metal Sheets,11,10
126.8,1.98,Flat,RC Slab,7,19
228.6,2.28,Lean-to,Asbestos Sheets,6,15
80.8,1.45,Lean-to,Asbestos Sheets,13,5
399.8,1.94,Gable,Clay Tiles,8,29
182,2.46,Flat,RC Slab,5,30
331.8,4.23,Gable,Clay Tiles,7,32
183.6,4.33,Lean-to,Metal Sheets,8,12
84.5,4.1,Gable,Clay Tiles,5,17
294.9,2.38,Flat,RC Slab,9,31
231.8,1.49,Lean-to,Metal Sheets,14,9
278.2,2.18,Gable,Clay Tiles,12,23
171.8,1.99,Lean-to,Asbestos Sheets,5,14
228.7,1.09,Gable,Clay Tiles,8,24
310.5,1.55,Hip,Clay Tiles,9,30
226.6,2.44,Hip,Concrete Tiles,11,21
152.9,2.22,Hip,Clay Tiles,12,18
236.3,1.83,Hip,Clay Tiles,8,30
239.3,3.01,Lean-to,Asbestos Sheets,6,19
377,2.25,Gable,Asbestos Sheets,11,14
158.3,3.43,Hip,Concrete Tiles,3,37
171.1,1.99,Lean-to,Metal Sheets,11,9
290.6,2.61,Lean-to,Metal Sheets,14,12
191.4,1.84,Gable,Asbestos Sheets,11,13
261.2,2.52,Lean-to,Asbestos Sheets,8,14
179.6,1.75,Gable,Metal Sheets,13,9
124.2,1.78,Hip,Concrete Tiles,9,15
264.3,2.76,Hip,Clay Tiles,9,31
105.6,2.05,Lean-to,Metal Sheets,13,5
120.7,1.81,Gable,Metal Sheets,4,11
225.3,3.76,Gable,Metal Sheets,12,12
265.1,1.3,Lean-to,Metal Sheets,11,11
330.6,2.66,Gable,Concrete Tiles,9,25
136.3,2.63,Hip,Clay Tiles,3,36
100.3,2.02,Flat,RC Slab,12,16
372.9,2.44,Flat,RC Slab,5,44
111.2,1.52,Gable,Asbestos Sheets,14,7
120.5,3.03,Gable,Clay Tiles,13,12
140.3,1.95,Lean-to,Asbestos Sheets,7,10
197.7,1.87,Hip,Clay Tiles,8,31
324.1,2.17,Gable,Concrete Tiles,2,56
270,3.63,Gable,Concrete Tiles,8,26
251.3,3.24,Gable,Clay Tiles,2,58
115.8,3.86,Lean-to,Asbestos Sheets,15,6
155.2,2.86,Gable,Metal Sheets,10,9
184.3,2.88,Gable,Metal Sheets,5,17
109.5,2.49,Hip,Clay Tiles,13,12
136.5,3.64,Gable,Metal Sheets,2,23
144.1,2.55,Gable,Concrete Tiles,9,14
104.6,2.25,Lean-to,Asbestos Sheets,3,14
203.3,2.83,Flat,RC Slab,2,50
250.2,2.62,Gable,Concrete Tiles,5,31
87.9,1.66,Hip,Concrete Tiles,6,12
185,2.32,Gable,Clay Tiles,12,18
278.3,2.16,Gable,Clay Tiles,14,20
265.3,3.41,Hip,Clay Tiles,12,24
291.8,2.3,Hip,Clay Tiles,12,28
176.8,3.32,Flat,RC Slab,9,23
294.2,2.42,Lean-to,Metal Sheets,7,17
129.5,3.12,Gable,Clay Tiles,5,21
155.9,1.69,Lean-to,Asbestos Sheets,15,6
116.1,3.73,Hip,Concrete Tiles,9,16
181.6,2.49,Gable,Clay Tiles,9,19
163.2,2.04,Lean-to,Asbestos Sheets,2,24
129.5,2,Gable,Asbestos Sheets,8,9
266.7,2.05,Hip,Metal Sheets,11,15
145.3,2.27,Flat,RC Slab,8,22
136.3,3.02,Gable,Metal Sheets,10,7
105.5,3.87,Lean-to,Clay Tiles,13,11
174.5,2.9,Gable,Concrete Tiles,2,41
142.9,2.62,Lean-to,Clay Tiles,14,11
157.9,2.43,Gable,Asbestos Sheets,13,8
128.5,3.34,Gable,Clay Tiles,7,19
271,3.42,Hip,Metal Sheets,12,13
352.7,2.12,Lean-to,Asbestos Sheets,2,38
189.4,3.9,Gable,Metal Sheets,6,15
230.2,2.33,Lean-to,Asbestos Sheets,3,25
315.9,3.25,Gable,Clay Tiles,10,23
437.4,3.99,Hip,Clay Tiles,13,27
221.3,2.98,Hip,Concrete Tiles,10,25
327.9,1.78,Gable,Metal Sheets,11,13
338.8,2.71,Lean-to,Asbestos Sheets,4,24
282,1.64,Hip,Metal Sheets,15,12
179.9,3.22,Flat,RC Slab,4,37
91.6,2.09,Hip,Metal Sheets,9,7
62.8,2.96,Hip,Asbestos Sheets,11,6
184,3.66,Flat,RC Slab,13,22
188.4,1.84,Lean-to,Metal Sheets,15,7
166.8,2.33,Flat,RC Slab,10,24
208.3,2.84,Hip,Asbestos Sheets,10,16
203.8,2.38,Flat,RC Slab,7,28
301.3,1.82,Flat,RC Slab,9,36
99.7,1.21,Hip,Clay Tiles,11,13
126.2,2.35,Flat,RC Slab,11,16
282.6,2.85,Hip,Concrete Tiles,10,24
306.5,2.68,Lean-to,Metal Sheets,8,15
423.5,1.76,Lean-to,Asbestos Sheets,4,24
318.9,2.43,Lean-to,Metal Sheets,2,38
327.9,2.28,Lean-to,Metal Sheets,7,17
145.4,2.07,Flat,RC Slab,7,24
165.5,3.05,Flat,RC Slab,10,22
135.3,2.15,Gable,Concrete Tiles,14,12
219.2,2.61,Hip,Metal Sheets,11,13
359,3.73,Gable,Clay Tiles,13,26
152.2,2.61,Gable,Concrete Tiles,10,16
205.2,2.77,Lean-to,Metal Sheets,14,8
141.4,1.46,Lean-to,Metal Sheets,15,6
114.6,1.83,Hip,Clay Tiles,4,30
120,1.57,Gable,Concrete Tiles,10,12
83.6,3.15,Flat,RC Slab,9,17
367.2,3.37,Hip,Metal Sheets,15,14
165.8,1.85,Lean-to,Asbestos Sheets,10,10
300.2,1.94,Lean-to,Asbestos Sheets,2,31
242.4,2.18,Gable,Concrete Tiles,4,35
119.3,2.72,Gable,Metal Sheets,3,16
115.9,2.79,Gable,Asbestos Sheets,4,16
290.5,2.94,Gable,Clay Tiles,3,41
134.6,3.64,Hip,Clay Tiles,12,16
341.7,2.12,Gable,Clay Tiles,8,32
107.8,2.87,Gable,Concrete Tiles,11,11
241.2,2.65,Gable,Concrete Tiles,15,17
291.6,2.15,Gable,Clay Tiles,11,21
128.3,3.65,Flat,RC Slab,8,20
137.1,1.55,Gable,Metal Sheets,5,11
380.7,3,Lean-to,Clay Tiles,12,20
134.6,3.05,Gable,Clay Tiles,9,15
172.3,3.69,Gable,Clay Tiles,12,17
172.9,2.57,Gable,Clay Tiles,2,41
132.1,2.18,Flat,RC Slab,4,26
275.8,3.34,Gable,Clay Tiles,3,46
274.3,3.17,Hip,Metal Sheets,11,16
160,2.53,Gable,Concrete Tiles,9,16
300.6,3.16,Lean-to,Metal Sheets,6,16
123.7,2.06,Gable,Concrete Tiles,6,16
51.9,2.71,Hip,Clay Tiles,10,9
209.1,3.48,Lean-to,Metal Sheets,15,9
421.7,2.17,Gable,Clay Tiles,15,19
75.6,2.5,Gable,Concrete Tiles,8,9
122.7,3.88,Lean-to,Metal Sheets,11,6
194.9,3.25,Gable,Metal Sheets,3,24
289.6,3.56,Gable,Clay Tiles,15,20
94,2.31,Hip,Metal Sheets,2,18
163.9,4.34,Gable,Clay Tiles,6,23
265,1.75,Lean-to,Metal Sheets,12,10
158.4,2.57,Flat,RC Slab,15,21
118.7,2.49,Hip,Metal Sheets,4,17
120.1,3.25,Gable,Concrete Tiles,11,11
167.5,3.66,Flat,RC Slab,4,32
184.6,3.05,Flat,RC Slab,2,43
313.3,2.8,Gable,Clay Tiles,7,33
230,2.39,Lean-to,Metal Sheets,10,12
245.3,2.55,Hip,Metal Sheets,5,24
402,2.55,Lean-to,Concrete Tiles,15,18
167.9,1.15,Gable,Concrete Tiles,10,15
165.9,2.53,Gable,Clay Tiles,8,22
348.2,3.44,Flat,RC Slab,8,38
130.6,3,Lean-to,Metal Sheets,8,8
258.8,3.24,Hip,Clay Tiles,3,55
267.8,2.32,Gable,Clay Tiles,10,26
96.6,2.59,Lean-to,Asbestos Sheets,12,6
181.8,1.25,Gable,Metal Sheets,7,13
121.1,2.31,Gable,Clay Tiles,7,15
118,2.48,Flat,RC Slab,14,15
180.7,2.03,Gable,Metal Sheets,10,11
139.9,1.23,Gable,Metal Sheets,6,10
283.9,2.95,Gable,Metal Sheets,2,39
338.2,2.4,Lean-to,Metal Sheets,13,11
286.6,2.37,Gable,Clay Tiles,10,22
134.9,2.02,Flat,RC Slab,10,20
136.6,2.6,Lean-to,Metal Sheets,5,11
132.5,2.41,Flat,RC Slab,4,28
106.6,2.48,Hip,Clay Tiles,8,19
362.8,2.7,Hip,Clay Tiles,12,27
165.6,0.99,Hip,Clay Tiles,6,27
126.1,3.65,Hip,Clay Tiles,9,18
306,1.45,Lean-to,Metal Sheets,15,10
164.9,2.43,Lean-to,Concrete Tiles,5,21
73.9,1.91,Hip,Metal Sheets,5,9
112.9,2.58,Gable,Clay Tiles,5,19
229.1,2.09,Lean-to,Concrete Tiles,14,15
278.6,3.46,Gable,Clay Tiles,9,24
123.3,2.33,Lean-to,Metal Sheets,14,6
344.3,2.82,Gable,Metal Sheets,15,12
308,2.01,Flat,RC Slab,7,35
306.8,1.14,Lean-to,Metal Sheets,2,35
126.7,2.35,Hip,Clay Tiles,6,19
80.7,2.6,Gable,Clay Tiles,9,11
316.1,2.45,Lean-to,Metal Sheets,7,15
143.5,3.96,Hip,Concrete Tiles,2,45
222.9,2.99,Gable,Clay Tiles,15,17
269.8,4.32,Hip,Clay Tiles,6,37
104.9,2.12,Hip,Clay Tiles,10,16
277.8,3.22,Flat,RC Slab,15,32
358.8,2.64,Gable,Concrete Tiles,9,25
258.3,2.76,Hip,Clay Tiles,11,28
175,4.17,Lean-to,Asbestos Sheets,2,29
320.8,2.86,Gable,Metal Sheets,11,16
197.1,3.61,Hip,Clay Tiles,13,19
264.2,3.04,Flat,RC Slab,14,28
294.2,1.67,Lean-to,Asbestos Sheets,3,26
265.8,2.97,Hip,Clay Tiles,5,35
139.6,2.5,Lean-to,Metal Sheets,2,19
102.2,3.71,Gable,Clay Tiles,14,12
129,3.27,Hip,Concrete Tiles,5,22
190.7,1.59,Lean-to,Asbestos Sheets,9,12
191.3,1.69,Lean-to,Clay Tiles,8,21
212.4,1.44,Hip,Clay Tiles,11,24
163.9,2.52,Hip,Clay Tiles,14,17
280.2,1.49,Hip,Concrete Tiles,6,29
341.6,3.03,Gable,Clay Tiles,13,21
130.8,2.64,Lean-to,Metal Sheets,6,11
261.2,3.37,Lean-to,Clay Tiles,4,36
241.3,2.09,Hip,Metal Sheets,3,32
196,2.57,Gable,Asbestos Sheets,7,16
118.6,1.63,Gable,Clay Tiles,9,16
283.6,3.55,Gable,Clay Tiles,12,22
377,1.82,Flat,RC Slab,13,34
256,1.58,Hip,Clay Tiles,9,29
344.6,1.9,Gable,Asbestos Sheets,7,23
403.7,3.27,Flat,RC Slab,4,43
153.9,1.59,Lean-to,Metal Sheets,14,7
228.8,2.77,Gable,Clay Tiles,7,27
183.2,3.1,Hip,Clay Tiles,12,21
407.5,3.11,Hip,Metal Sheets,10,20
95.5,1.86,Gable,Metal Sheets,15,5
168,1.4,Hip,Concrete Tiles,15,16
320.2,2.43,Flat,RC Slab,11,30
138.8,1.89,Gable,Clay Tiles,11,13
280.6,2.97,Gable,Metal Sheets,3,29
161,2.25,Lean-to,Metal Sheets,2,22
398,2.43,Gable,Clay Tiles,9,27
