paint_area_m2,painting_location,number_of_coats,floors,labor_count,duration_days
1483.09,Interior,3,1,3,69
393.11,Interior,3,1,7,10
1776.97,Interior,4,4,2,202
86.32,Interior,3,4,15,3
63.85,Both,4,3,2,11
399.82,Both,2,1,4,13
239.6,Interior,4,4,1,56
470.15,Interior,2,4,2,27
568.49,Exterior,2,1,15,6
797.45,Interior,2,1,9,9
72.4,Exterior,1,4,6,2
770.21,Both,2,4,1,117
695.78,Both,1,7,8,9
219.48,Interior,1,2,4,4
904.95,Both,4,3,9,30
1513.29,Interior,2,1,12,13
758.8,Both,1,1,8,7
1251.54,Interior,3,1,11,18
1046.24,Interior,2,3,7,17
52.99,Both,1,9,4,2
478.88,Both,2,4,11,8
143.9,Both,2,3,10,3
303.92,Exterior,3,2,5,13
238.46,Interior,1,1,10,2
95.24,Interior,3,1,20,3
567.86,Both,3,1,7,17
764.11,Interior,4,1,2,71
2536.79,Exterior,3,1,6,70
516.63,Interior,3,4,9,12
3633.53,Interior,2,3,10,39
1374,Both,2,4,10,22
303.98,Both,3,1,14,6
780.65,Interior,2,2,5,16
1015.58,Interior,2,2,15,9
214.01,Both,2,1,6,5
198.92,Exterior,3,2,6,8
1417.15,Interior,4,2,6,48
599.56,Both,2,6,10,11
4024.55,Both,2,7,13,62
537.44,Interior,2,1,8,7
100.27,Exterior,2,5,6,3
132.08,Interior,3,3,12,4
338.53,Interior,3,1,7,9
3191.27,Both,2,3,12,41
78.48,Interior,2,2,10,2
175.71,Exterior,3,1,5,8
289.65,Both,4,1,1,72
740.22,Interior,2,2,14,7
1182.65,Interior,4,2,8,31
219.99,Exterior,3,2,1,40
1277.07,Exterior,2,1,9,16
388.94,Interior,1,3,10,3
575.51,Exterior,2,3,10,8
561.53,Exterior,4,3,1,141
686.69,Both,3,1,13,13
640.41,Exterior,3,3,4,32
1775.11,Exterior,4,4,9,54
265.08,Exterior,1,6,4,6
2039.67,Both,2,4,2,154
206.74,Interior,3,2,12,5
204.16,Exterior,2,2,2,13
2256.44,Interior,3,3,12,34
111.17,Both,1,2,7,2
1144.45,Both,2,1,8,18
2430.86,Interior,2,2,15,19
161.98,Interior,3,1,5,6
1927.76,Both,2,1,7,34
977.06,Both,3,4,5,46
3310.27,Interior,3,1,3,152
94.89,Exterior,2,4,7,3
109.36,Both,4,2,10,5
562.88,Interior,3,2,9,11
2001.76,Both,3,1,7,54
121.41,Both,2,4,17,2
1784.65,Interior,4,9,10,55
211.45,Exterior,3,3,10,6
1181.51,Interior,3,2,10,19
774.29,Interior,3,2,3,40
638.76,Interior,2,7,3,30
4319.67,Exterior,2,3,14,44
140.42,Exterior,3,1,10,4
2861.44,Exterior,3,1,5,94
200.89,Exterior,3,1,4,10
2045.61,Interior,3,3,2,164
235.77,Exterior,2,1,9,4
1448.81,Exterior,3,1,2,118
2294.53,Exterior,2,2,1,266
200.36,Exterior,1,2,16,2
303.42,Interior,4,1,3,20
231.03,Exterior,4,7,5,17
544.83,Both,1,3,3,14
740.4,Exterior,4,1,4,42
57.75,Exterior,4,6,13,3
2770.33,Exterior,3,1,2,224
798.54,Both,4,5,9,30
2404.87,Exterior,1,1,4,33
130.86,Interior,4,5,15,4
153.97,Exterior,2,2,10,3
666.55,Exterior,2,1,13,7
3566.37,Interior,1,1,5,33
464.46,Exterior,3,1,6,14
273.86,Both,2,2,15,4
112.73,Interior,1,7,8,2
2632.04,Both,4,3,7,108
624.94,Interior,2,2,2,32
924.96,Interior,2,2,4,24
187.88,Both,1,1,13,2
4967.73,Both,2,4,2,374
592.35,Interior,4,3,8,18
225.74,Exterior,2,3,9,4
713.61,Interior,3,1,4,26
203.43,Interior,3,1,2,16
1631.02,Interior,2,6,4,53
107.29,Both,2,3,7,3
3887.32,Exterior,2,10,6,120
57.61,Interior,1,3,4,2
491.52,Interior,3,1,12,8
2032.62,Interior,1,1,13,9
1395.85,Interior,3,1,3,65
374.65,Exterior,2,3,4,13
99.16,Exterior,3,1,16,3
63.03,Exterior,1,3,8,1
329.77,Interior,2,1,9,4
1004.27,Interior,3,2,4,39
4112.33,Interior,3,2,9,69
440.49,Both,2,5,5,15
1181.3,Interior,3,7,8,32
1426.36,Interior,3,1,10,21
2478.74,Interior,3,1,9,40
499.32,Both,2,1,7,10
1150.85,Interior,2,1,15,9
505.39,Both,3,1,4,25
71.73,Exterior,2,4,15,2
360.48,Interior,4,3,14,8
138.6,Exterior,2,3,5,4
1890.46,Exterior,3,1,2,154
1022.81,Both,2,6,6,30
683.04,Interior,1,4,1,39
230.36,Interior,2,1,13,3
424.21,Both,2,1,3,18
162.38,Both,2,2,10,3
559.35,Exterior,3,1,12,10
4160.01,Interior,2,3,4,111
512.81,Both,3,9,9,19
350.83,Both,4,6,8,17
4716.34,Interior,2,1,7,62
237.01,Both,2,2,1,32
790.98,Exterior,3,2,18,11
1127.25,Interior,2,5,7,20
97.76,Interior,2,2,4,3
433.77,Interior,4,5,5,23
126.13,Both,2,1,9,3
210.63,Both,3,2,3,16
1739.5,Exterior,2,5,11,24
2352.77,Both,4,1,1,572
85.42,Interior,3,1,1,14
52.69,Both,4,2,4,5
432.66,Exterior,3,1,1,71
193.65,Interior,2,3,1,21
594.37,Interior,3,3,7,15
652.63,Exterior,4,2,6,27
89.54,Interior,2,8,6,3
219.72,Both,2,1,13,3
529.15,Interior,2,4,10,7
228.11,Exterior,2,1,4,7
196.58,Exterior,3,1,14,5
198.85,Interior,3,5,10,6
287.17,Interior,3,2,9,7
415.84,Exterior,2,3,2,27
120.58,Exterior,2,5,14,2
744.6,Exterior,2,3,6,16
2140.26,Interior,4,1,9,45
1925.35,Interior,3,1,4,68
399.72,Interior,2,1,15,4
87.99,Exterior,2,2,14,2
2650.34,Both,1,1,8,21
153.75,Exterior,2,2,17,2
112.12,Exterior,3,2,8,4
2172.3,Both,2,8,4,104
386.11,Both,3,5,14,9
1743.94,Exterior,2,1,3,63
1773.3,Both,3,2,12,33
508.89,Interior,2,1,15,5
155.85,Exterior,4,6,6,10
677.81,Both,2,1,11,9
373.61,Interior,2,2,8,6
3712.26,Interior,4,1,12,62
3994.37,Interior,3,3,5,128
208.14,Interior,3,1,2,16
55.76,Exterior,2,1,12,2
460.73,Interior,2,1,14,4
191.26,Exterior,2,1,16,3
115.31,Exterior,2,4,6,4
605.83,Interior,2,4,3,24
201.3,Interior,2,3,9,3
63.58,Interior,2,6,3,4
3346.06,Interior,3,2,10,51
684.56,Exterior,2,1,2,38
232.28,Interior,2,2,6,5
633.81,Exterior,1,3,12,5
428.3,Both,3,1,14,8
192.95,Interior,1,1,2,5
254.93,Exterior,3,1,12,6
334.59,Interior,3,2,3,18
338.76,Interior,3,1,3,17
608.1,Exterior,2,7,9,12
72.54,Interior,2,6,5,3
1308.34,Exterior,2,2,4,39
175.22,Exterior,4,1,8,7
215.92,Both,2,6,8,6
465.52,Both,4,2,7,19
71.45,Interior,1,1,3,2
3259.31,Interior,3,1,2,224
784.05,Exterior,2,1,8,11
2327.59,Interior,2,6,12,27
177.34,Both,3,4,12,6
67.22,Interior,4,2,8,4
162.65,Interior,3,1,9,4
149.48,Both,2,8,6,6
777.73,Both,3,3,3,57
104.39,Both,2,2,1,15
2220.33,Interior,4,2,1,438
67.68,Interior,3,2,8,3
1719.76,Interior,3,2,8,34
441.74,Interior,3,3,10,9
778.8,Interior,2,1,14,7
547.03,Exterior,4,1,12,12
547.58,Both,2,3,2,39
1474.4,Both,4,9,10,61
50.81,Both,3,1,3,5
429.69,Both,2,6,9,9
120.23,Interior,3,1,9,4
188.79,Both,3,4,16,5
753.8,Exterior,2,3,2,48
304.03,Both,1,1,2,10
1957.14,Interior,2,1,14,15
169.51,Interior,2,1,9,3
576.74,Exterior,4,2,8,19
2264.14,Interior,2,1,10,22
2413.56,Exterior,4,1,16,40
549.51,Interior,3,3,14,9
436.22,Exterior,2,1,9,6
132.12,Interior,2,4,15,2
526.64,Exterior,3,1,11,10
73.53,Exterior,2,2,11,2
116.28,Interior,2,4,4,4
127.46,Exterior,3,1,8,5
118.01,Exterior,3,1,6,5
77.84,Exterior,4,2,8,4
1531.52,Exterior,4,1,9,38
404.12,Exterior,2,1,3,15
529.41,Interior,4,1,1,98
615.89,Interior,4,1,1,114
4141,Exterior,2,1,3,149
190.29,Interior,1,3,3,4
255.86,Both,2,5,12,5
144.95,Exterior,1,1,10,2
921.49,Exterior,4,1,14,18
793.06,Exterior,2,3,13,9
4570.11,Interior,3,1,4,158
184.33,Both,2,2,12,3
772.21,Exterior,2,4,7,16
408.91,Both,2,1,1,51
2121.2,Both,1,1,3,44
157.06,Interior,2,6,9,3
2227.32,Exterior,3,3,10,43
117.42,Exterior,4,2,6,7
103.64,Interior,2,2,3,4
1762.66,Interior,2,4,9,23
169.55,Exterior,2,2,13,3
187.2,Exterior,3,1,10,5
194.92,Both,3,1,13,5
179.5,Exterior,2,2,5,5
438.43,Interior,1,1,10,3
2509.16,Interior,4,5,10,62
403.12,Exterior,2,1,9,6
512.53,Interior,2,1,6,9
64.06,Interior,2,1,4,2
228.26,Exterior,1,1,8,3
98.14,Interior,3,3,13,3
1058.74,Exterior,2,1,14,10
173.26,Both,1,3,18,2
1012.63,Interior,2,1,7,14
1275.82,Interior,3,2,14,17
378.47,Both,2,2,4,13
2076.43,Interior,3,1,9,33
1691.17,Interior,2,2,15,14
78.9,Interior,3,3,4,5
112.84,Interior,2,1,5,3
2433.15,Exterior,3,2,1,424
440.51,Interior,2,3,11,5
442.18,Interior,4,1,2,42
1896.87,Exterior,3,4,18,27
95.72,Exterior,2,2,8,2
236.4,Exterior,2,4,2,17
112.32,Exterior,2,1,2,7
144.05,Interior,2,1,20,2
915.48,Interior,3,1,4,33
453.54,Interior,2,1,13,4
2103.03,Exterior,1,2,2,62
143.81,Both,2,2,8,3
500.76,Exterior,3,1,6,15
125.49,Interior,2,3,9,2
649.7,Both,2,2,10,10
710.86,Interior,2,6,4,24
57.28,Interior,4,4,4,5
415.44,Interior,2,3,2,23
575.15,Both,2,3,7,13
95.41,Interior,2,2,7,2
479.27,Interior,4,4,13,11
443.45,Both,4,4,3,46
532.4,Exterior,4,4,8,20
112.07,Exterior,1,1,10,2
54.94,Interior,2,1,10,1
592.35,Interior,1,2,4,8
1537.36,Exterior,3,2,10,29
243.63,Both,2,3,8,5
202.42,Interior,3,1,1,30
240.71,Interior,3,2,12,5
562.93,Both,2,9,1,113
146.53,Interior,2,8,14,3
183.88,Both,2,3,9,4
3145.95,Exterior,4,4,3,280
617.6,Both,3,3,12,14
54.45,Exterior,2,2,9,2
168.34,Both,2,4,7,5
1223.61,Both,4,3,9,40
1513.38,Interior,1,1,6,12
2374.49,Interior,2,2,6,40
124.08,Interior,2,10,14,3
473.52,Both,2,2,2,32
576.8,Both,2,1,7,11
521.46,Interior,4,4,6,22
85.51,Interior,4,1,8,4
299.05,Interior,2,1,16,3
4036.29,Both,2,1,9,55
168.67,Exterior,2,4,1,23
718.97,Interior,3,2,7,17
268.59,Both,3,3,13,7
3266.69,Exterior,3,2,13,50
366.59,Exterior,3,1,1,61
249.65,Interior,3,1,3,13
645.53,Interior,2,2,15,6
1315.03,Exterior,4,3,9,38
63.21,Interior,4,1,4,5
781.64,Both,4,2,14,19
776.98,Both,4,1,12,19
3540.09,Exterior,4,1,12,70
522.95,Interior,2,1,1,49
641.54,Both,2,1,10,9
79.56,Exterior,4,3,4,7
2489.18,Exterior,3,2,11,43
645.79,Exterior,2,3,3,28
167.86,Both,1,4,9,2
1835.28,Interior,2,2,8,24
2248.83,Both,3,2,6,76
273.26,Both,2,1,6,7
1265.91,Both,2,2,8,22
1927.97,Exterior,3,2,6,58
2373.64,Interior,3,1,6,56
294.74,Exterior,4,1,3,23
108.46,Interior,2,2,8,2
236.35,Interior,2,2,2,13
2250.3,Interior,2,3,13,21
2784.31,Exterior,2,3,14,29
515.2,Exterior,3,1,2,43
354.93,Both,3,5,6,16
2906.57,Interior,2,3,3,103
220.7,Both,2,4,14,4
88.03,Exterior,3,3,2,10
2387.52,Both,3,2,3,158
58.39,Exterior,1,1,18,1
479.13,Both,4,4,1,146
559.22,Interior,2,2,18,5
212.17,Both,3,1,9,6
221.73,Interior,2,7,3,11
2498.78,Interior,3,8,18,38
111.68,Interior,1,8,1,9
2383.47,Exterior,4,1,3,172
1341.81,Interior,3,2,1,200
218.29,Exterior,2,4,15,3
4675.88,Exterior,4,3,4,292
870.21,Both,2,3,1,123
68.86,Both,1,4,3,3
309.68,Interior,4,4,3,25
179.7,Exterior,4,2,2,23
1016.2,Exterior,3,3,4,49
154.6,Interior,3,3,5,7
135.94,Exterior,2,4,2,10
575.33,Both,2,1,11,8
1234.24,Exterior,1,1,8,9
567.56,Both,3,7,1,155
100,Interior,1,1,18,1
3936.86,Exterior,3,4,1,785
139.41,Interior,3,1,9,4
535.86,Interior,3,4,4,25
728.6,Both,3,2,14,14
50.61,Exterior,1,4,4,2
362.91,Interior,2,1,1,34
669.69,Interior,2,1,2,31
402.31,Exterior,2,1,2,23
96.88,Exterior,2,6,7,3
194.25,Exterior,3,1,8,6
835.49,Exterior,4,1,2,91
1936.69,Exterior,3,3,7,53
787.62,Interior,4,1,10,16
438.37,Exterior,2,3,9,7
210.92,Exterior,3,3,20,4
303.75,Exterior,2,1,3,12
667.65,Exterior,2,2,6,14
229.19,Interior,4,1,6,9
247.95,Exterior,3,1,3,15
101.29,Both,2,9,9,3
959.83,Both,3,1,5,37
596.38,Both,1,3,6,8
1632.74,Both,3,4,5,76
758.72,Interior,2,1,9,9
341.2,Exterior,4,2,7,13
81.39,Exterior,3,1,2,9
62.26,Interior,3,1,7,3
666.37,Both,3,2,7,21
255.18,Interior,2,3,11,4
81.51,Interior,2,2,7,2
154.05,Exterior,3,6,15,5
4716.08,Interior,4,2,9,105
586.41,Both,2,1,1,72
109.11,Both,2,1,7,3
1191.32,Exterior,4,1,10,27
2188.58,Interior,2,4,12,23
1664.8,Exterior,4,1,8,47
302.35,Interior,2,4,4,10
1149.81,Both,2,2,10,16
482.75,Exterior,1,3,8,5
3344.87,Interior,1,1,6,26
2029.53,Interior,2,3,6,37
88.08,Both,1,3,8,2
176.17,Both,1,1,9,2
687.28,Exterior,2,1,5,16
1820.99,Exterior,2,2,11,21
214.87,Interior,3,1,6,7
507.55,Interior,1,3,14,3
118.3,Interior,2,2,10,2
132.59,Both,2,9,6,5
702.05,Both,2,1,9,10
91.58,Interior,4,2,6,5
2123.86,Both,4,2,1,558
59.4,Interior,2,4,5,2
2055.72,Interior,3,7,10,43
3746.62,Both,2,1,15,36
470.44,Interior,3,1,8,10
1687.41,Exterior,3,1,1,273
133.96,Exterior,2,3,7,3
242.15,Interior,2,1,9,3
239.23,Interior,2,4,2,14
1428.01,Exterior,2,1,11,15
508.94,Interior,3,4,10,11
755.01,Both,3,1,10,16
706.9,Interior,3,1,6,18
437.62,Interior,3,9,2,51
1155.98,Both,2,4,3,59
1008.58,Exterior,3,4,5,42
507.08,Both,2,1,17,5
597.35,Interior,2,2,2,30
131.33,Interior,1,1,15,1
778.97,Both,1,7,15,6
1692.08,Interior,4,1,1,310
434.69,Interior,2,4,6,9
125.46,Exterior,3,1,5,6
194.96,Interior,1,2,3,4
440.84,Both,1,2,15,3
566.69,Interior,2,1,8,7
1797.56,Both,2,1,7,32
528.71,Interior,2,1,6,9
57.3,Exterior,3,1,6,4
1872.18,Both,2,2,9,28
4359.65,Exterior,1,3,6,46
4859.68,Both,1,4,9,42
951.16,Both,1,1,8,8
3032.92,Both,3,1,1,553
1665.92,Interior,3,2,14,22
1895.41,Interior,2,2,1,187
110.8,Exterior,3,9,13,4
145.38,Exterior,3,4,1,31
179.03,Exterior,2,1,6,4
277.07,Interior,3,3,13,6
764.29,Exterior,2,1,14,8
2000.77,Exterior,3,3,9,43
1916.85,Both,3,3,9,47
154.44,Interior,3,2,10,4
116.07,Interior,1,2,5,2
2256.76,Both,4,1,12,51
78.26,Both,2,2,14,2
263.61,Exterior,2,2,9,4
2577.27,Interior,3,1,12,33
372,Exterior,3,1,5,14
229.41,Both,3,8,13,8
4718.32,Interior,2,3,8,63
210.92,Both,2,3,7,5
397.06,Both,2,1,6,9
1169.06,Exterior,3,1,12,19
2172.49,Interior,2,5,2,131
1478.34,Interior,3,3,13,22
273.27,Interior,4,2,1,56
533.13,Exterior,4,1,16,10
2097.77,Exterior,1,3,13,12
2199.83,Interior,4,1,3,135
175.97,Interior,3,1,7,5
1687.55,Both,4,2,6,76
1175.65,Interior,1,2,8,8
282.94,Both,4,3,14,8
578.38,Interior,3,1,14,8
2369.33,Both,3,6,3,203
237.31,Exterior,2,8,4,11
237.45,Both,2,3,3,12
1482.83,Exterior,4,2,2,173
294.15,Interior,2,1,10,4
3295.07,Exterior,2,8,7,80
64.87,Exterior,2,1,2,4
1349.82,Interior,2,2,16,11
407.33,Interior,2,3,14,4
310.45,Interior,2,3,7,6
928.73,Both,3,4,15,18
351.13,Exterior,2,6,10,6
654.27,Exterior,3,2,4,30
1194.54,Both,2,1,10,15
425.82,Interior,2,3,16,4
636.85,Exterior,3,2,11,12
635.36,Interior,4,1,7,19
827.27,Both,2,1,7,15
175.83,Interior,2,9,8,4
117.01,Both,4,3,7,7
1689.3,Both,2,8,5,65
501.74,Exterior,1,2,13,3
174.69,Exterior,3,4,17,4
865.2,Interior,1,2,10,5
645.83,Exterior,2,7,8,14
1374.79,Exterior,2,2,8,21
175.21,Exterior,4,3,4,13
234.73,Interior,2,2,10,3
1916.78,Interior,3,1,15,22
175.56,Both,2,2,7,4
1777.23,Interior,2,4,12,19
165.36,Exterior,3,3,10,5
178.71,Exterior,3,1,6,7
727.42,Both,2,3,4,27
267.82,Interior,2,2,13,3
1256.88,Interior,2,2,7,19
698.56,Interior,3,2,5,23
2239.62,Both,3,1,15,33
4809.5,Both,2,1,3,195
202.3,Exterior,4,1,14,5
165.09,Interior,3,4,5,8
627.85,Interior,4,6,4,42
265.09,Exterior,2,7,15,4
171.98,Both,3,1,1,33
175.63,Interior,3,2,6,6
1818.7,Interior,2,4,2,104
57.54,Both,2,1,4,3
215.52,Interior,2,1,7,4
1609.48,Both,2,1,8,25
241.96,Interior,3,3,6,8
203.95,Interior,3,1,10,5
2805.91,Exterior,2,1,7,44
812.43,Interior,2,2,8,11
739.71,Both,3,5,14,16
114.89,Both,2,3,9,3
222.52,Interior,3,2,18,4
437.41,Exterior,4,3,5,24
150.41,Interior,3,1,4,7
2564.46,Both,1,1,3,53
377.04,Exterior,2,7,1,61
2276.56,Interior,1,1,2,53
484.7,Exterior,3,1,5,18
461.3,Exterior,4,2,7,17
744.48,Both,3,1,6,25
219.19,Both,3,5,1,55
693.16,Interior,2,4,7,12
1015.58,Exterior,4,2,10,25
125.43,Interior,1,1,2,4
160.55,Interior,2,3,6,4
348.14,Interior,2,2,3,12
396.83,Interior,2,2,2,20
531.5,Both,3,2,15,10
70.45,Interior,4,3,19,3
141.43,Interior,2,3,5,4
781.67,Both,4,1,5,40
4774.19,Interior,2,1,4,110
1917.66,Exterior,3,1,7,46
1353.35,Interior,4,3,15,24
161.19,Interior,2,2,9,3
211.65,Interior,4,2,3,16
774.24,Exterior,3,1,15,12
2263.18,Interior,2,1,1,207
183.34,Exterior,3,5,7,8
742.57,Interior,3,2,12,12
55.62,Exterior,4,1,6,4
346.12,Both,2,2,9,6
528.75,Exterior,2,1,8,8
447.19,Interior,2,5,11,6
105.63,Interior,4,2,15,4
142.04,Interior,4,7,15,5
2275.04,Interior,2,2,15,18
1929.15,Interior,2,1,15,14
172.42,Interior,1,2,7,2
525.43,Exterior,2,1,7,9
81.48,Both,4,7,7,6
171.17,Exterior,1,1,7,2
872.11,Exterior,1,1,5,10
2385.15,Interior,3,3,5,77
126.06,Interior,1,1,8,2
977.07,Both,2,1,5,25
594.32,Interior,2,1,7,9
107.34,Interior,3,2,8,4
3375.59,Interior,3,4,6,97
1165.64,Exterior,3,1,9,23
2120.04,Interior,2,1,3,65
547.26,Interior,3,1,13,8
4720.37,Both,1,9,14,39
172.85,Exterior,3,1,5,8
193.77,Both,2,4,2,16
222,Exterior,4,1,2,26
1963.88,Exterior,2,3,2,123
53.37,Interior,4,7,9,4
741.28,Interior,1,2,8,6
484.42,Interior,2,2,3,17
252.5,Interior,1,1,11,2
55.33,Both,3,2,4,5
238.64,Exterior,2,1,1,27
1939.66,Interior,2,1,8,23
1588.41,Interior,1,2,4,20
1365.3,Both,3,1,18,19
360.52,Interior,2,1,4,9
156.34,Exterior,2,2,8,3
363.3,Exterior,2,10,12,7
336.96,Both,4,5,14,11
332.75,Interior,1,1,4,5
61.52,Interior,2,1,20,1
63.56,Interior,2,2,8,2
199.8,Interior,2,3,10,3
2258.61,Exterior,2,1,1,243
84.42,Interior,3,1,10,3
2379.81,Interior,3,9,6,91
168.06,Exterior,3,1,8,5
231.62,Both,2,2,19,3
397.13,Interior,2,1,5,8
577.72,Exterior,4,10,6,37
214.51,Interior,4,4,17,5
143.45,Exterior,3,2,1,27
712.72,Exterior,3,2,8,17
236.18,Both,4,3,5,15
577.92,Both,3,2,1,115
138.89,Interior,3,2,8,5
1664.46,Both,4,8,13,55
77.65,Both,2,4,10,2
1197.1,Both,4,1,15,24
212.37,Interior,1,2,6,3
1106.53,Interior,3,1,6,27
3777.73,Exterior,3,1,4,154
528.07,Exterior,3,2,19,8
278.46,Interior,2,3,1,30
1520.57,Interior,1,4,7,13
621.13,Both,3,1,8,16
236.2,Exterior,4,3,7,10
59.03,Exterior,2,2,14,2
387.51,Interior,3,1,8,9
138.79,Interior,2,1,3,5
384.49,Exterior,2,2,5,10
4446.88,Interior,2,3,1,470
1034.54,Interior,2,9,14,13
288.41,Interior,3,1,1,41
666.42,Exterior,2,3,7,13
4682.96,Exterior,2,1,6,84
246.2,Interior,2,2,3,9
1990.86,Both,2,7,14,30
74.91,Interior,2,1,3,3
207.54,Interior,3,2,6,7
1016.39,Interior,2,3,10,12
749.25,Interior,2,4,3,29
104.17,Exterior,4,3,15,4
128.9,Interior,2,2,10,2
1224.01,Both,2,2,10,17
422.48,Both,1,1,3,10
884.76,Interior,2,2,4,23
3116.74,Both,4,1,4,191
186.55,Interior,3,2,14,4
112.88,Interior,3,1,8,4
169.9,Interior,1,1,10,2
77.18,Exterior,3,1,4,5
4206.34,Interior,4,4,9,107
278.45,Both,2,1,13,4
223.04,Exterior,2,2,4,7
1325.18,Interior,2,3,11,14
384.14,Both,2,2,7,8
1114.17,Interior,3,1,8,21
441.52,Both,1,6,7,6
80.43,Interior,3,2,19,3
511.2,Interior,3,2,6,15
106.19,Both,1,5,13,2
534.87,Interior,1,3,16,3
167.76,Both,2,2,7,4
1094.74,Exterior,4,2,11,26
3183.72,Interior,3,3,14,43
196.09,Both,1,2,4,4
136.02,Exterior,3,4,9,5
785.56,Exterior,2,1,8,12
184.35,Exterior,2,1,3,8
185.16,Interior,2,1,8,3
2278.91,Both,1,1,4,36
157.45,Both,3,2,11,5
745.74,Interior,2,3,7,12
267.86,Both,3,1,1,51
1401.82,Interior,2,4,4,41
4566.93,Interior,3,1,7,91
159.06,Both,2,4,2,13
821.07,Both,4,3,10,25
224.52,Interior,2,2,4,7
84.45,Interior,4,7,4,8
156.35,Both,4,3,10,6
190.92,Exterior,1,3,13,2
169.15,Interior,2,2,10,3
2166.83,Exterior,2,2,7,37
2099.6,Exterior,2,9,7,54
978.81,Both,3,1,1,180
2477.06,Exterior,4,3,2,309
2213.96,Exterior,3,1,5,73
1057.46,Interior,3,2,2,80
3916.89,Both,2,2,5,104
367.44,Interior,1,1,2,9
828.66,Exterior,2,2,1,97
597.63,Exterior,3,4,9,15
159.55,Both,2,1,1,20
1200.66,Exterior,4,2,6,48
665.56,Both,2,3,15,8
358.05,Interior,4,2,11,9
89.71,Both,1,4,7,2
213.47,Interior,2,3,6,5
230.59,Interior,2,4,8,4
52.61,Exterior,4,1,1,13
2316.18,Both,4,1,8,72
172.82,Both,3,3,10,6
452.64,Exterior,2,2,5,11
156.86,Exterior,3,1,6,6
547.42,Exterior,2,2,5,14
4151.37,Exterior,3,1,10,69
450.3,Both,3,4,5,22
54.46,Interior,2,3,19,1
1873.17,Exterior,3,1,1,303
254.21,Both,4,1,1,64
1414.69,Exterior,4,1,8,40
1940.97,Interior,2,2,11,19
688.68,Exterior,2,1,9,9
3589.92,Interior,2,6,5,92
60.68,Exterior,4,4,8,4
76.38,Both,2,1,6,3
205.9,Interior,3,1,13,4
251.03,Exterior,4,1,7,10
2327.51,Interior,4,2,2,231
222.9,Both,2,5,8,5
67.79,Exterior,4,4,3,8
1209.39,Interior,2,1,13,10
63.18,Both,4,2,11,4
164.87,Both,3,4,11,6
4142.69,Interior,2,3,3,147
213.39,Both,1,2,1,15
695.5,Exterior,3,1,6,21
1776.23,Interior,3,3,2,142
1687.71,Interior,3,1,13,22
101.42,Both,3,2,10,4
1675.43,Interior,2,4,11,19
204.1,Both,1,1,5,3
472.4,Exterior,1,4,3,11
538.69,Both,2,4,5,17
222.41,Both,2,3,10,4
794.36,Both,4,6,10,29
85.38,Both,2,8,13,2
326.71,Interior,2,2,8,5
1469.51,Interior,2,1,17,10
86.55,Both,3,2,3,8
148.68,Exterior,3,3,7,6
66.67,Interior,3,6,1,15
211.09,Exterior,2,1,7,4
54.76,Exterior,2,1,13,1
296.65,Interior,1,1,4,4
2134.6,Both,2,7,4,97
1989.68,Interior,2,1,12,17
1390.59,Both,3,2,10,29
137.61,Interior,3,1,7,5
1588.82,Exterior,4,3,8,51
752.49,Exterior,3,1,18,10
4055.48,Both,3,1,10,76
105.49,Interior,1,1,5,2
668.41,Interior,2,2,12,7
3342.69,Exterior,4,7,7,153
1966.56,Interior,1,1,4,23
3923.92,Exterior,3,1,10,65
159.35,Exterior,2,1,7,3
3752.88,Exterior,2,4,2,250
409.65,Exterior,4,1,1,90
502.7,Both,3,1,2,48
705.81,Interior,2,1,4,17
71.15,Exterior,2,1,5,3
1054.92,Both,2,4,1,160
604.09,Both,3,1,5,24
478.29,Interior,1,4,4,8
371.75,Interior,4,1,9,10
225.29,Exterior,3,2,5,10
950.05,Exterior,3,2,1,167
218.63,Interior,3,1,2,17
445.19,Interior,2,8,15,6
231.47,Interior,3,4,5,10
87.81,Exterior,2,2,7,2
231.38,Exterior,2,2,6,5
561.48,Interior,3,2,3,30
160.12,Exterior,4,2,9,6
188.15,Interior,2,3,13,3
1614.4,Both,3,4,4,93
335.86,Both,2,1,8,6
3278.17,Interior,1,2,4,41
60.79,Exterior,3,2,7,4
239.1,Interior,1,1,17,2
2371.82,Both,3,1,18,31
641.09,Exterior,3,3,7,19
91.57,Interior,4,3,2,12
137.78,Interior,4,3,3,12
871.39,Both,2,1,1,107
468.33,Interior,4,1,10,11
215.64,Exterior,2,5,5,7
203.58,Exterior,3,9,1,56
458.59,Exterior,4,1,10,12
238.82,Interior,2,7,8,5
127.42,Interior,3,4,1,24
258.68,Interior,2,4,19,3
2342.69,Exterior,3,4,9,54
943.91,Exterior,2,1,3,35
2131.7,Interior,1,7,7,21
582.96,Interior,2,2,5,12
500.03,Interior,2,1,11,5
243.73,Interior,3,3,13,5
3887.46,Interior,3,1,10,55
775.27,Exterior,2,9,20,9
174.55,Interior,3,3,11,5
564.42,Interior,2,2,12,6
2436.13,Interior,2,7,11,32
380.48,Interior,4,6,2,50
191.28,Interior,3,2,3,11
507.33,Exterior,4,2,3,41
1482.94,Exterior,3,9,8,51
3401.87,Interior,2,2,14,28
650.75,Both,2,4,8,13
85.42,Interior,1,3,3,3
2392.7,Both,2,1,4,74
428.38,Both,3,1,12,9
234.53,Interior,4,1,5,11
3164.97,Interior,4,1,18,41
571.35,Interior,4,6,13,14
