floor_area_m2,material_type,location,floors,labor_count,duration_days
723.49,Titanium,Indoor,4,12,31
42.83,Titanium,Both,2,6,5
4541.16,Cement Rendering,Indoor,4,8,127
634.75,Cement Rendering,Indoor,4,4,36
171.76,Tiles,Both,1,2,30
141.47,Tiles,Both,2,10,7
718.52,Cement Rendering,Indoor,2,5,29
113.7,Tiles,Outdoor,1,2,20
813.28,Tiles,Both,1,8,35
116.48,Hardwood,Both,8,8,13
88.71,Tiles,Both,10,12,6
4163.03,Tiles,Indoor,2,6,210
93.11,Titanium,Outdoor,7,3,20
718.91,Tiles,Outdoor,6,6,54
588.84,Tiles,Indoor,1,19,13
4531.74,Cement Rendering,Indoor,1,12,73
91.09,Tiles,Indoor,3,2,17
757.59,Hardwood,Both,6,15,42
1300.27,Cement Rendering,Indoor,3,9,31
1658.38,Cement Rendering,Both,2,10,39
722.49,Cement Rendering,Indoor,1,10,14
53.86,Titanium,Outdoor,1,7,5
1073.24,Hardwood,Both,5,5,141
96.21,Hardwood,Indoor,1,8,7
954.66,Titanium,Both,8,12,58
579.63,Tiles,Outdoor,5,7,36
528.82,Hardwood,Both,1,3,88
34.26,Titanium,Both,5,3,8
709.21,Hardwood,Outdoor,1,2,166
705.37,Hardwood,Indoor,2,10,34
1684.06,Tiles,Indoor,2,8,65
270.57,Hardwood,Both,3,7,24
271.29,Titanium,Both,4,9,18
178.45,Cement Rendering,Both,4,8,7
1642.05,Titanium,Indoor,10,6,170
1158.83,Titanium,Both,4,2,304
1105.16,Tiles,Indoor,10,10,55
2484.82,Tiles,Indoor,4,19,58
1465.42,Tiles,Indoor,4,4,128
1470.02,Cement Rendering,Both,3,12,33
2006.59,Tiles,Indoor,1,11,55
43.17,Cement Rendering,Outdoor,5,1,12
1779.08,Titanium,Both,1,16,57
701.99,Hardwood,Indoor,9,4,122
176.84,Titanium,Outdoor,9,10,14
202.04,Cement Rendering,Indoor,4,17,4
413.36,Titanium,Both,4,12,21
1905.88,Tiles,Outdoor,2,3,214
98.27,Titanium,Outdoor,1,9,6
350.44,Titanium,Both,1,8,20
449.43,Tiles,Indoor,1,15,12
1115.13,Hardwood,Indoor,3,8,69
1631.07,Tiles,Outdoor,4,12,58
140.48,Hardwood,Both,1,9,10
108.76,Hardwood,Indoor,1,4,13
110,Hardwood,Indoor,9,8,11
518,Tiles,Both,1,6,30
3799.09,Titanium,Outdoor,2,9,183
504.53,Hardwood,Indoor,3,5,51
151.16,Cement Rendering,Indoor,2,13,3
4005.76,Cement Rendering,Indoor,1,10,73
60.79,Tiles,Both,2,2,13
88.05,Titanium,Outdoor,1,11,5
4242.31,Cement Rendering,Indoor,4,13,81
440.79,Cement Rendering,Both,2,1,101
228.99,Cement Rendering,Indoor,3,2,25
405.59,Tiles,Indoor,7,5,35
80.34,Hardwood,Indoor,1,15,5
136.53,Tiles,Both,3,8,8
2271.31,Tiles,Outdoor,7,4,261
3474.52,Tiles,Outdoor,9,8,222
706.92,Tiles,Indoor,1,8,27
40.22,Tiles,Outdoor,1,11,3
4269.05,Cement Rendering,Outdoor,4,4,264
4496.37,Tiles,Indoor,2,16,101
2184.03,Tiles,Both,8,7,161
34.42,Cement Rendering,Outdoor,8,4,4
138.95,Tiles,Indoor,7,17,6
495.87,Titanium,Indoor,3,20,15
1986.7,Tiles,Outdoor,8,11,92
1994.7,Titanium,Indoor,5,16,71
2296.68,Tiles,Outdoor,3,17,60
726.92,Tiles,Indoor,1,13,19
770.59,Tiles,Indoor,2,3,79
3125.16,Tiles,Both,1,6,172
54.09,Titanium,Outdoor,1,6,6
4107.79,Hardwood,Indoor,2,9,207
401.21,Tiles,Indoor,2,1,122
1117.28,Tiles,Indoor,3,2,182
276.15,Cement Rendering,Indoor,1,10,6
83.26,Tiles,Indoor,1,12,4
90.17,Hardwood,Indoor,2,7,8
719.85,Cement Rendering,Indoor,1,7,19
2331.8,Cement Rendering,Indoor,2,10,46
87.38,Tiles,Both,4,6,8
2299.12,Tiles,Both,6,7,152
37.26,Cement Rendering,Indoor,3,12,2
128.53,Tiles,Both,5,7,10
97.75,Titanium,Indoor,1,8,6
142.68,Hardwood,Both,1,13,8
133.03,Hardwood,Outdoor,3,4,20
3978.4,Tiles,Indoor,1,2,555
4822.82,Tiles,Outdoor,1,2,746
370.69,Tiles,Indoor,2,8,16
579.56,Tiles,Indoor,2,6,31
378.98,Cement Rendering,Indoor,1,11,7
95.53,Hardwood,Indoor,1,16,5
369.4,Cement Rendering,Indoor,3,13,7
138.61,Tiles,Both,3,7,10
311.01,Tiles,Both,1,11,12
113.85,Hardwood,Outdoor,1,11,7
2688.12,Tiles,Indoor,5,19,66
135.32,Cement Rendering,Indoor,3,5,7
2250.99,Hardwood,Both,7,7,235
2348.53,Cement Rendering,Indoor,8,8,83
115.86,Titanium,Indoor,1,9,7
1979.77,Titanium,Indoor,4,14,73
2914.63,Titanium,Indoor,5,7,198
49.45,Cement Rendering,Indoor,4,14,2
1574.79,Titanium,Outdoor,2,5,137
1739.1,Cement Rendering,Indoor,1,2,156
161.38,Hardwood,Indoor,5,10,11
151.75,Tiles,Indoor,2,9,7
232.53,Titanium,Outdoor,5,7,19
381.95,Cement Rendering,Both,6,5,23
2942.66,Hardwood,Outdoor,9,12,201
981.85,Titanium,Indoor,4,14,37
521.99,Hardwood,Indoor,1,9,26
2080.17,Cement Rendering,Indoor,5,6,83
2735.13,Cement Rendering,Indoor,7,4,182
632.55,Tiles,Indoor,1,4,46
557.24,Cement Rendering,Indoor,1,15,9
2751.48,Tiles,Outdoor,6,9,134
193.82,Hardwood,Both,4,2,61
33.38,Cement Rendering,Outdoor,1,17,1
2766.74,Titanium,Indoor,4,4,308
529.4,Tiles,Indoor,2,4,42
130.73,Tiles,Indoor,6,3,19
101.85,Hardwood,Indoor,8,1,68
272.23,Titanium,Indoor,7,7,23
2198.91,Cement Rendering,Indoor,1,3,132
3393.91,Tiles,Indoor,8,15,115
1828.06,Cement Rendering,Outdoor,3,10,43
126.76,Tiles,Both,2,3,17
4154.67,Hardwood,Both,4,2,1265
169.3,Cement Rendering,Outdoor,2,7,6
2135.64,Tiles,Indoor,3,17,50
34.47,Hardwood,Indoor,2,6,5
610.23,Tiles,Both,2,12,21
333.22,Tiles,Indoor,3,8,15
1454.48,Tiles,Indoor,3,10,49
1995.56,Cement Rendering,Indoor,10,1,614
773.76,Hardwood,Indoor,2,13,32
2192.5,Tiles,Indoor,6,18,60
3107,Hardwood,Indoor,1,17,93
1442.31,Cement Rendering,Both,2,11,32
226.66,Hardwood,Both,1,6,21
32.33,Tiles,Both,1,4,5
2072.03,Titanium,Indoor,2,6,135
1982.22,Tiles,Indoor,7,1,817
1656.1,Cement Rendering,Both,4,14,36
694.47,Hardwood,Outdoor,4,7,59
175.7,Tiles,Both,1,5,13
316.5,Cement Rendering,Outdoor,3,13,7
1596.87,Tiles,Outdoor,6,4,175
1899.65,Cement Rendering,Indoor,1,9,39
848.66,Tiles,Outdoor,1,9,31
1326.2,Tiles,Outdoor,1,5,84
3912.43,Tiles,Both,1,6,215
2522.19,Tiles,Indoor,2,4,191
2033.94,Hardwood,Outdoor,1,7,137
972.6,Hardwood,Indoor,3,7,69
708.4,Tiles,Indoor,2,14,19
134.95,Hardwood,Both,4,12,9
174.19,Tiles,Outdoor,4,15,7
145.66,Tiles,Indoor,6,7,10
2116.32,Tiles,Indoor,3,2,343
120.45,Tiles,Both,1,14,5
780.78,Titanium,Indoor,1,6,48
2904.52,Tiles,Indoor,1,4,204
1239.25,Tiles,Indoor,7,10,53
39.83,Tiles,Indoor,6,7,4
2359.22,Cement Rendering,Indoor,6,16,44
603.28,Tiles,Indoor,7,10,27
579.55,Titanium,Indoor,6,1,292
1294.83,Cement Rendering,Indoor,1,7,34
238.88,Tiles,Outdoor,7,8,16
137.08,Hardwood,Both,5,4,24
70.77,Hardwood,Indoor,4,8,7
26.13,Cement Rendering,Indoor,4,6,2
116.17,Tiles,Both,2,7,8
214.47,Hardwood,Both,4,5,28
232.74,Cement Rendering,Indoor,2,11,5
1692.6,Titanium,Indoor,6,3,284
3355.71,Titanium,Indoor,2,7,187
607.39,Cement Rendering,Outdoor,2,10,14
187.15,Titanium,Outdoor,1,10,9
381.39,Hardwood,Both,5,11,25
44.08,Tiles,Indoor,7,3,8
3516.56,Tiles,Indoor,2,13,91
91.89,Hardwood,Indoor,1,18,5
519.03,Cement Rendering,Indoor,2,16,8
3942.51,Cement Rendering,Both,1,14,68
718.14,Titanium,Outdoor,2,7,46
516.79,Tiles,Both,1,4,44
290.5,Tiles,Outdoor,2,13,10
451.81,Tiles,Outdoor,8,13,20
4515.04,Cement Rendering,Outdoor,3,7,149
646.32,Hardwood,Indoor,2,9,34
66.38,Tiles,Indoor,2,7,5
95.13,Cement Rendering,Both,8,7,5
1996.82,Titanium,Indoor,2,5,156
160.74,Tiles,Both,5,7,12
164.03,Tiles,Indoor,1,7,9
2194.24,Tiles,Indoor,9,20,64
175.76,Cement Rendering,Outdoor,6,12,5
260.77,Tiles,Both,1,14,9
451.75,Cement Rendering,Both,3,10,12
2233.31,Tiles,Indoor,3,16,55
34.92,Tiles,Outdoor,3,1,15
2365.09,Cement Rendering,Indoor,5,3,187
571.9,Tiles,Indoor,7,6,41
332.81,Titanium,Both,5,10,20
169.6,Tiles,Outdoor,3,3,22
549.86,Cement Rendering,Indoor,7,3,49
404.7,Hardwood,Indoor,3,1,198
173.47,Cement Rendering,Outdoor,2,6,7
4521.56,Cement Rendering,Indoor,1,9,91
200.47,Hardwood,Both,3,9,15
279.04,Titanium,Both,1,1,119
101.88,Cement Rendering,Both,1,5,5
55.16,Titanium,Both,1,8,5
3372.03,Tiles,Indoor,5,8,157
428.56,Cement Rendering,Indoor,4,14,9
82.85,Tiles,Both,2,12,5
3720.09,Hardwood,Indoor,5,12,185
556.92,Tiles,Outdoor,2,10,21
46.76,Cement Rendering,Outdoor,3,6,3
1897.02,Hardwood,Indoor,1,4,200
146.54,Tiles,Indoor,4,7,9
1008.79,Tiles,Indoor,2,8,40
2327.97,Tiles,Indoor,3,8,96
64.49,Tiles,Both,6,2,17
1517.55,Titanium,Indoor,2,4,148
1648.21,Hardwood,Indoor,1,4,174
81.26,Tiles,Indoor,4,13,4
4779.2,Tiles,Both,2,14,138
2598.76,Tiles,Indoor,1,12,66
1267.67,Titanium,Indoor,3,6,90
424.47,Titanium,Indoor,6,17,17
79.82,Tiles,Indoor,1,1,24
71.66,Titanium,Indoor,1,4,8
3422.83,Hardwood,Both,8,14,213
145.59,Cement Rendering,Both,1,6,6
683.93,Tiles,Indoor,1,8,26
157.9,Titanium,Both,9,7,18
256.75,Tiles,Outdoor,4,18,9
136.94,Cement Rendering,Indoor,2,2,14
721.31,Titanium,Outdoor,1,2,145
2651.61,Cement Rendering,Indoor,6,4,167
53.39,Tiles,Outdoor,6,11,4
92.64,Cement Rendering,Outdoor,8,5,7
784.57,Hardwood,Outdoor,5,4,122
46.27,Tiles,Both,4,4,7
2066.8,Cement Rendering,Both,1,1,435
461.18,Tiles,Both,1,7,24
100.35,Tiles,Indoor,1,3,11
634.11,Tiles,Indoor,2,9,23
486.55,Tiles,Outdoor,4,17,15
28.5,Cement Rendering,Indoor,1,3,3
119.24,Titanium,Indoor,1,11,6
1256.79,Cement Rendering,Both,2,6,49
635.27,Cement Rendering,Outdoor,4,8,21
165.07,Cement Rendering,Indoor,1,4,8
1041.98,Cement Rendering,Indoor,2,4,51
32.32,Titanium,Both,3,17,3
483.26,Cement Rendering,Indoor,6,9,14
4588.56,Tiles,Indoor,1,3,427
137.79,Tiles,Outdoor,10,5,17
406.5,Cement Rendering,Indoor,4,14,8
2256.97,Hardwood,Outdoor,1,10,106
836.22,Hardwood,Both,4,3,171
332.26,Titanium,Both,2,11,16
172.77,Tiles,Both,7,10,10
1564.31,Hardwood,Outdoor,1,10,74
1465.35,Tiles,Both,2,2,261
393.49,Tiles,Indoor,2,17,10
1291.01,Hardwood,Indoor,4,8,85
174.67,Tiles,Outdoor,2,6,12
827.49,Cement Rendering,Indoor,3,2,87
88.85,Titanium,Indoor,1,6,7
157.44,Titanium,Both,1,3,24
179.35,Cement Rendering,Outdoor,1,5,8
400.52,Hardwood,Outdoor,2,17,16
61.8,Tiles,Indoor,3,10,4
112.51,Titanium,Indoor,1,9,6
33.7,Tiles,Outdoor,3,7,4
1543.28,Cement Rendering,Indoor,2,16,23
1596.78,Tiles,Indoor,2,1,481
773.69,Tiles,Both,3,6,51
101.95,Cement Rendering,Outdoor,3,6,5
1468.13,Tiles,Indoor,6,14,48
214.64,Cement Rendering,Both,4,6,10
66.49,Tiles,Indoor,1,11,4
638.67,Cement Rendering,Indoor,1,11,12
319.37,Titanium,Both,2,6,26
2517.12,Tiles,Outdoor,1,1,779
255.92,Cement Rendering,Indoor,2,13,5
215.45,Cement Rendering,Indoor,10,13,7
1729.88,Hardwood,Outdoor,6,9,127
574.81,Cement Rendering,Both,4,4,38
1729.81,Tiles,Indoor,4,17,44
594.31,Tiles,Outdoor,1,7,28
198.31,Tiles,Outdoor,1,6,12
733.9,Tiles,Indoor,7,17,23
628.58,Tiles,Both,2,13,21
396.93,Titanium,Indoor,1,10,16
626.19,Tiles,Outdoor,5,5,53
1315.68,Tiles,Both,4,7,78
588.9,Tiles,Both,5,8,34
71.85,Hardwood,Indoor,3,7,7
156.32,Cement Rendering,Indoor,1,16,3
651.38,Hardwood,Both,5,5,86
1096.62,Hardwood,Both,2,2,292
251.86,Hardwood,Indoor,5,9,17
2370.11,Tiles,Outdoor,2,19,53
304.64,Tiles,Indoor,2,4,25
150.21,Hardwood,Indoor,3,10,9
306.99,Hardwood,Both,2,7,25
225.55,Cement Rendering,Outdoor,8,10,8
696.26,Tiles,Indoor,2,9,25
266.34,Cement Rendering,Indoor,2,2,27
145.18,Tiles,Indoor,1,9,6
55.84,Hardwood,Both,1,11,5
159.44,Hardwood,Indoor,3,13,9
3750.62,Tiles,Indoor,4,3,433
748.87,Tiles,Indoor,2,5,47
142.36,Cement Rendering,Outdoor,5,15,4
724.65,Cement Rendering,Indoor,8,14,17
2101.71,Cement Rendering,Both,8,9,78
230.89,Tiles,Both,1,2,40
101.22,Titanium,Indoor,2,13,5
2554.59,Cement Rendering,Both,6,8,95
1959.62,Titanium,Outdoor,1,12,71
447,Tiles,Indoor,2,14,13
3419.9,Cement Rendering,Indoor,1,5,123
321.59,Titanium,Both,5,9,22
2538.23,Titanium,Both,1,3,357
27,Tiles,Outdoor,1,6,3
477.32,Cement Rendering,Indoor,1,9,10
636.1,Tiles,Both,1,11,22
4450.74,Tiles,Outdoor,3,5,321
492.63,Cement Rendering,Both,4,10,14
52.57,Cement Rendering,Both,1,11,2
79.58,Hardwood,Indoor,9,11,7
461.88,Cement Rendering,Indoor,1,5,17
693.02,Cement Rendering,Indoor,3,8,19
1454.54,Cement Rendering,Indoor,1,7,38
68.82,Tiles,Indoor,1,9,4
2368.67,Hardwood,Both,3,11,129
152.68,Tiles,Indoor,5,11,7
37.47,Tiles,Outdoor,4,13,3
3659.29,Tiles,Outdoor,3,4,330
642.55,Hardwood,Indoor,1,12,26
2714.76,Cement Rendering,Outdoor,2,7,84
404.89,Titanium,Both,6,9,28
110.95,Tiles,Indoor,1,8,6
469.73,Hardwood,Indoor,6,5,57
170.21,Tiles,Outdoor,2,2,30
142.56,Tiles,Both,1,10,7
118.87,Cement Rendering,Indoor,1,10,3
1786.23,Cement Rendering,Outdoor,1,11,34
61.19,Titanium,Both,2,11,5
397.48,Cement Rendering,Indoor,3,5,17
79.42,Hardwood,Indoor,4,14,5
72.25,Titanium,Indoor,2,10,5
783.6,Tiles,Indoor,1,15,19
2564.81,Tiles,Both,3,12,89
540.94,Tiles,Indoor,6,1,212
1448.47,Hardwood,Indoor,1,16,46
100.56,Tiles,Outdoor,2,11,5
1697.66,Cement Rendering,Indoor,3,7,51
153.76,Tiles,Indoor,1,12,6
463.15,Titanium,Indoor,1,11,18
1415.84,Tiles,Outdoor,8,10,70
458.91,Tiles,Outdoor,6,3,68
661.62,Tiles,Outdoor,1,5,43
70.22,Cement Rendering,Indoor,10,9,3
659.27,Hardwood,Both,1,3,110
108.73,Hardwood,Outdoor,1,1,52
608.14,Hardwood,Indoor,7,15,31
3386.57,Tiles,Outdoor,4,3,434
2327.3,Tiles,Outdoor,10,2,620
1404.07,Tiles,Indoor,2,13,38
96.34,Cement Rendering,Indoor,5,15,3
2710.39,Hardwood,Outdoor,2,10,138
452.49,Tiles,Outdoor,8,3,75
74.58,Tiles,Both,3,13,4
380.81,Tiles,Indoor,1,12,11
2481.66,Cement Rendering,Outdoor,3,9,64
65.57,Cement Rendering,Indoor,2,14,2
166.83,Hardwood,Both,8,10,15
53.09,Hardwood,Both,1,14,4
3850.03,Titanium,Indoor,6,1,1927
170.69,Tiles,Outdoor,3,13,7
37.54,Titanium,Both,2,7,4
158.32,Hardwood,Outdoor,1,6,14
146.93,Titanium,Indoor,3,5,14
498.45,Titanium,Outdoor,2,15,18
758.14,Titanium,Indoor,6,10,40
861.55,Tiles,Indoor,1,7,36
4183.7,Tiles,Indoor,6,11,155
51.77,Hardwood,Both,6,11,5
30.76,Tiles,Indoor,1,7,3
80.85,Tiles,Outdoor,3,10,5
68.02,Cement Rendering,Indoor,3,12,2
402.06,Tiles,Indoor,1,14,11
1289.07,Hardwood,Indoor,4,3,224
378.4,Cement Rendering,Outdoor,4,12,9
679.12,Tiles,Indoor,1,6,33
731.79,Titanium,Indoor,5,5,71
82.62,Tiles,Indoor,8,5,9
1378.39,Hardwood,Indoor,2,9,71
52.99,Tiles,Both,3,6,5
193.33,Titanium,Both,1,11,10
4417.34,Tiles,Outdoor,3,6,266
45.12,Tiles,Both,1,12,3
3329.42,Cement Rendering,Outdoor,8,1,1032
170.46,Cement Rendering,Indoor,3,4,10
56.8,Titanium,Indoor,1,3,9
1914.31,Cement Rendering,Outdoor,1,2,191
135.54,Titanium,Indoor,1,13,6
274.99,Titanium,Both,1,9,15
71.8,Tiles,Indoor,1,4,7
124.97,Tiles,Indoor,1,17,4
480.19,Hardwood,Outdoor,1,1,224
424.67,Tiles,Outdoor,1,5,28
3493.97,Cement Rendering,Indoor,3,10,73
149.55,Hardwood,Indoor,1,13,7
335.73,Cement Rendering,Outdoor,2,11,8
324.87,Titanium,Indoor,2,6,23
71.43,Tiles,Indoor,1,10,4
2151.19,Tiles,Indoor,4,6,125
1675.02,Hardwood,Both,1,3,276
413.55,Titanium,Indoor,5,4,51
782.62,Cement Rendering,Indoor,1,12,13
644.63,Tiles,Indoor,2,7,30
167.52,Titanium,Outdoor,3,7,13
268.6,Tiles,Indoor,3,11,10
336.52,Tiles,Both,8,11,18
1030.94,Tiles,Both,1,7,50
30.73,Hardwood,Indoor,1,10,3
385.91,Cement Rendering,Indoor,1,6,12
320.91,Tiles,Both,1,13,11
1794.01,Tiles,Outdoor,2,5,122
589.15,Cement Rendering,Indoor,5,5,29
36.37,Titanium,Outdoor,5,6,5
1807.1,Tiles,Both,7,10,89
285.05,Titanium,Both,1,12,13
46.37,Hardwood,Indoor,7,2,16
453.17,Titanium,Indoor,3,3,65
414.55,Tiles,Indoor,2,8,18
727.75,Hardwood,Both,8,13,49
2227.95,Tiles,Indoor,5,10,84
450.52,Tiles,Indoor,2,8,19
631.94,Cement Rendering,Outdoor,10,16,17
291.8,Titanium,Indoor,2,8,16
69.66,Cement Rendering,Indoor,1,15,2
201.75,Tiles,Indoor,1,11,7
120.04,Hardwood,Both,7,15,9
4080.97,Tiles,Indoor,7,11,160
865.89,Cement Rendering,Both,1,11,18
1024.67,Tiles,Both,1,10,35
35.6,Tiles,Both,1,9,3
153.96,Hardwood,Indoor,4,15,8
765.52,Tiles,Both,2,13,25
221.21,Hardwood,Outdoor,5,2,70
351.55,Cement Rendering,Outdoor,1,11,8
806.48,Tiles,Indoor,2,9,29
531.47,Tiles,Indoor,1,11,16
114.58,Hardwood,Both,5,5,17
231.31,Titanium,Indoor,6,10,14
2978.52,Titanium,Indoor,1,11,102
42.47,Tiles,Indoor,1,14,3
67.19,Titanium,Indoor,3,9,5
122.69,Tiles,Outdoor,6,1,55
1456.27,Tiles,Indoor,4,6,86
2153.87,Cement Rendering,Outdoor,3,13,43
955.2,Titanium,Indoor,2,1,370
125.33,Cement Rendering,Indoor,3,7,5
545.21,Cement Rendering,Outdoor,4,14,12
87.43,Tiles,Outdoor,1,15,4
94.69,Cement Rendering,Indoor,6,7,4
450.25,Tiles,Both,1,7,23
128.57,Tiles,Both,7,12,8
3767.89,Tiles,Both,9,7,290
101.95,Hardwood,Both,9,16,8
175.59,Titanium,Indoor,2,17,7
3273.87,Titanium,Both,2,4,373
43.6,Hardwood,Indoor,1,5,6
34.43,Cement Rendering,Outdoor,6,7,2
394.38,Tiles,Outdoor,4,15,14
695.6,Titanium,Both,1,3,99
1027.86,Titanium,Both,6,11,59
424.79,Cement Rendering,Indoor,5,9,12
117.36,Titanium,Indoor,2,13,6
646.29,Hardwood,Outdoor,1,4,77
89.66,Tiles,Outdoor,2,5,8
689.37,Cement Rendering,Both,2,4,40
697.39,Tiles,Indoor,4,3,82
2166.23,Cement Rendering,Indoor,3,7,65
481.92,Hardwood,Indoor,5,6,46
121.46,Tiles,Both,2,7,8
388.4,Tiles,Indoor,5,18,12
418.37,Titanium,Indoor,2,16,14
303.32,Hardwood,Outdoor,2,2,78
39.45,Tiles,Indoor,7,10,4
73.99,Tiles,Both,3,4,9
191.84,Tiles,Outdoor,3,6,13
138.19,Cement Rendering,Indoor,1,11,3
447.85,Tiles,Both,4,5,38
2219.53,Titanium,Outdoor,2,2,478
271.84,Hardwood,Outdoor,7,7,29
2697.83,Hardwood,Outdoor,2,1,1351
3142.89,Titanium,Both,6,7,266
50.66,Tiles,Indoor,3,13,3
147.83,Tiles,Indoor,5,7,10
2123.35,Tiles,Outdoor,3,15,60
349.79,Tiles,Indoor,2,3,37
115.85,Hardwood,Indoor,1,1,50
30.2,Tiles,Outdoor,6,9,3
384.5,Tiles,Both,1,6,23
91.1,Tiles,Outdoor,1,11,5
339.27,Cement Rendering,Both,9,10,13
394.74,Cement Rendering,Both,2,6,16
127.92,Cement Rendering,Outdoor,1,6,5
797.42,Cement Rendering,Both,3,8,25
167.39,Cement Rendering,Outdoor,6,3,16
178.74,Tiles,Indoor,1,12,6
1482.5,Tiles,Both,2,9,60
78.11,Cement Rendering,Both,9,11,4
105.7,Tiles,Both,3,8,7
1564.63,Hardwood,Indoor,2,8,90
94.24,Cement Rendering,Both,2,10,3
3526.32,Tiles,Outdoor,1,10,111
3999.32,Titanium,Both,2,5,365
473.11,Cement Rendering,Indoor,5,14,10
522.72,Hardwood,Both,1,6,45
1098.68,Hardwood,Both,2,6,99
1152.71,Tiles,Indoor,3,19,26
2453.8,Tiles,Indoor,3,6,134
2899.01,Tiles,Both,1,1,949
717.71,Hardwood,Both,1,7,52
134.56,Cement Rendering,Both,4,8,5
96.93,Titanium,Indoor,2,13,5
1418.37,Titanium,Outdoor,4,7,102
43.36,Tiles,Both,5,3,8
86.06,Tiles,Both,5,5,9
122.73,Cement Rendering,Both,3,5,7
67.25,Tiles,Both,4,9,5
652.26,Cement Rendering,Indoor,1,6,20
361.26,Hardwood,Indoor,4,8,25
363.53,Titanium,Outdoor,1,6,26
575.16,Cement Rendering,Indoor,2,9,13
135.38,Titanium,Both,2,9,9
75.07,Cement Rendering,Both,2,7,3
1625.43,Cement Rendering,Outdoor,1,14,27
171.51,Tiles,Indoor,1,5,12
2141.98,Tiles,Indoor,2,15,51
4600.1,Hardwood,Both,3,5,525
126.28,Tiles,Indoor,2,2,21
512.01,Titanium,Both,9,2,178
334.49,Tiles,Outdoor,4,10,15
130.34,Tiles,Indoor,3,9,7
50.4,Hardwood,Indoor,7,8,6
56.41,Tiles,Outdoor,2,8,4
1342.74,Tiles,Indoor,1,2,188
106.78,Cement Rendering,Indoor,3,9,3
990.48,Hardwood,Both,1,12,45
463.42,Cement Rendering,Both,3,8,15
101.17,Tiles,Both,2,14,5
64.05,Tiles,Indoor,2,18,3
3719.46,Tiles,Both,2,4,330
89.12,Tiles,Both,2,10,5
294.06,Titanium,Both,1,8,17
104.86,Cement Rendering,Indoor,3,9,3
45.02,Titanium,Both,6,9,5
173.07,Hardwood,Outdoor,5,12,11
169.25,Tiles,Both,2,4,17
76.63,Titanium,Indoor,2,7,6
652.82,Tiles,Both,2,12,23
4417.85,Cement Rendering,Outdoor,1,11,84
79.76,Tiles,Both,2,9,5
54.4,Tiles,Both,1,5,6
96.75,Titanium,Indoor,9,2,30
606.75,Hardwood,Indoor,2,9,32
243.79,Tiles,Indoor,2,15,8
41.49,Titanium,Indoor,5,7,5
44.07,Tiles,Indoor,1,5,4
653.17,Tiles,Outdoor,2,1,220
916.54,Titanium,Outdoor,2,13,35
3615.16,Hardwood,Indoor,2,8,205
128.43,Titanium,Indoor,5,1,63
85.72,Tiles,Indoor,1,8,5
3781.14,Cement Rendering,Indoor,1,8,85
2143.44,Tiles,Outdoor,4,11,79
784.05,Titanium,Outdoor,5,13,37
167.6,Tiles,Both,5,12,8
352.38,Tiles,Both,5,10,17
123.65,Tiles,Outdoor,4,13,6
194.3,Tiles,Indoor,6,1,78
88.34,Tiles,Indoor,4,6,7
592.88,Titanium,Outdoor,2,14,22
1060.28,Titanium,Indoor,1,1,381
703.87,Titanium,Outdoor,9,6,78
56.82,Cement Rendering,Indoor,2,5,3
3043.87,Tiles,Indoor,7,7,181
1438.32,Tiles,Outdoor,5,7,86
428.09,Cement Rendering,Indoor,6,3,37
166.13,Titanium,Indoor,5,3,28
555.4,Titanium,Indoor,1,19,15
1412.4,Tiles,Indoor,2,1,426
1481.12,Hardwood,Indoor,8,13,84
705.79,Tiles,Both,1,10,25
472.77,Hardwood,Indoor,4,6,43
59.84,Tiles,Indoor,1,10,4
904.95,Hardwood,Both,4,7,81
278.48,Cement Rendering,Both,9,11,10
1109.56,Hardwood,Indoor,1,8,60
120.05,Hardwood,Indoor,2,12,7
162.21,Cement Rendering,Both,8,2,28
551.48,Tiles,Indoor,1,14,14
178.11,Cement Rendering,Indoor,10,13,6
264.2,Tiles,Outdoor,2,8,13
2821.37,Titanium,Indoor,3,11,112
644.46,Hardwood,Indoor,1,3,92
3064.65,Cement Rendering,Indoor,2,14,49
56.2,Cement Rendering,Outdoor,2,18,2
502.83,Tiles,Both,5,3,74
590.28,Tiles,Both,1,15,17
210.72,Cement Rendering,Indoor,1,1,39
1076.04,Tiles,Outdoor,3,6,66
686.72,Tiles,Indoor,1,10,21
253.93,Tiles,Both,8,6,24
1234.73,Hardwood,Indoor,3,10,62
392.93,Tiles,Indoor,2,10,14
2816.44,Cement Rendering,Indoor,1,9,57
159.73,Tiles,Indoor,10,2,40
1658.53,Tiles,Both,10,4,235
1177.94,Cement Rendering,Outdoor,2,9,29
157.59,Tiles,Both,2,5,13
3827.64,Tiles,Indoor,1,10,108
702.96,Titanium,Indoor,8,9,46
1274.04,Hardwood,Both,2,14,56
4734.47,Tiles,Indoor,8,1,2054
108.92,Tiles,Both,3,17,5
85.66,Cement Rendering,Both,5,12,3
3106.92,Titanium,Outdoor,2,4,335
920.83,Hardwood,Indoor,7,3,191
2405.44,Cement Rendering,Indoor,4,11,51
38.77,Tiles,Indoor,4,8,4
365.97,Cement Rendering,Outdoor,2,2,40
4776.35,Tiles,Indoor,10,7,328
992.71,Tiles,Outdoor,7,10,47
2089.62,Cement Rendering,Indoor,10,9,72
405.42,Hardwood,Outdoor,6,17,21
575.96,Hardwood,Indoor,5,5,65
101.25,Tiles,Both,10,2,30
148.96,Cement Rendering,Indoor,3,10,4
144.95,Titanium,Outdoor,6,7,14
