wall_area_m2,material,location,floors,labor_count,duration_days
419.69,Gypsum,Internal,1,17,2
407.78,Gypsum,External,1,4,11
698.16,Cement Sand,External,2,8,15
36.77,Cement Sand,Internal,1,2,2
108.54,Cement Sand,Both,2,6,3
1365.31,Cement Sand,Both,1,11,21
110.16,Gypsum,Internal,4,9,1
193.91,Cement Sand,External,3,2,18
133.14,Cement Sand,Both,5,14,2
93.3,Cement Sand,External,2,12,1
2231.32,Cement Sand,External,1,7,50
510.24,Cement Sand,Both,2,2,47
4424.82,Gypsum,Internal,3,10,44
401.07,Cement Sand,Both,2,6,12
580.71,Cement Sand,Internal,1,8,9
720.73,Cement Sand,External,1,12,9
418.82,Cement Sand,Internal,2,5,12
1763.04,Cement Sand,External,1,5,55
103.02,Cement Sand,Both,3,14,1
1229.47,Cement Sand,External,5,10,27
2189.22,Cement Sand,Both,7,5,117
76.04,Cement Sand,Both,3,12,1
3730.35,Cement Sand,Internal,2,3,171
603.11,Cement Sand,Internal,1,2,38
1991.48,Gypsum,Internal,1,7,24
4537.61,Cement Sand,External,1,2,355
627.49,Gypsum,External,1,7,9
166.75,Gypsum,Internal,7,10,2
354.28,Cement Sand,Internal,1,8,6
313.57,Gypsum,Internal,1,12,2
998.66,Gypsum,Both,1,1,111
320.58,Gypsum,External,1,7,5
2205.19,Cement Sand,Internal,2,13,23
73.59,Cement Sand,External,4,5,3
594.93,Cement Sand,Internal,1,6,12
1420.26,Gypsum,Internal,3,14,10
596.94,Gypsum,Both,5,1,93
170,Gypsum,Both,2,3,7
379.04,Gypsum,Internal,3,1,38
416.14,Cement Sand,Both,1,7,10
1047.65,Cement Sand,Internal,2,2,72
113.02,Cement Sand,External,1,7,3
141.28,Cement Sand,Internal,2,4,5
1757.58,Cement Sand,Both,3,6,59
1607.15,Cement Sand,Both,2,6,49
197.15,Gypsum,Internal,3,6,3
78.36,Cement Sand,External,3,6,2
1601.74,Cement Sand,Internal,3,8,30
736.93,Cement Sand,Internal,3,13,9
640.85,Cement Sand,External,3,13,9
2167.15,Gypsum,Internal,8,18,17
105.1,Gypsum,Internal,1,14,1
130.12,Cement Sand,External,2,16,1
193.15,Cement Sand,External,5,13,3
784.08,Cement Sand,External,3,7,21
690.17,Cement Sand,Both,1,5,23
743.6,Gypsum,Internal,1,8,8
744.14,Cement Sand,Both,5,2,87
999.23,Cement Sand,External,7,10,25
739.59,Cement Sand,Internal,2,2,51
134.96,Gypsum,External,1,15,1
128.02,Cement Sand,Internal,2,7,3
82.73,Gypsum,External,2,9,1
64.02,Cement Sand,External,1,14,1
129.23,Gypsum,Internal,2,20,1
1778.03,Cement Sand,External,1,15,19
183.51,Cement Sand,External,4,9,4
304.11,Cement Sand,Internal,3,13,4
657.97,Gypsum,Both,2,3,27
57.47,Cement Sand,Both,1,8,1
689.73,Gypsum,External,1,6,12
20.13,Gypsum,External,7,18,1
1439.66,Cement Sand,Both,5,4,84
161.94,Cement Sand,Internal,2,11,2
137.28,Cement Sand,External,2,5,5
3312.21,Cement Sand,Internal,1,12,35
23.59,Gypsum,Internal,7,12,1
451.54,Cement Sand,External,3,4,21
2516.83,Cement Sand,Internal,1,3,105
423.82,Cement Sand,Internal,1,3,18
1690.64,Cement Sand,Internal,1,4,53
1097.9,Gypsum,Both,1,2,61
473.73,Gypsum,Internal,2,7,6
92.74,Cement Sand,Internal,1,16,1
89.32,Gypsum,Internal,1,3,2
1407.86,Cement Sand,Both,4,4,76
889.85,Cement Sand,External,2,14,11
269.42,Cement Sand,Internal,3,10,4
191.69,Gypsum,Both,1,9,2
2091.8,Cement Sand,External,4,6,71
33.48,Gypsum,Both,1,6,1
150.69,Cement Sand,Internal,1,12,2
687.6,Gypsum,External,1,12,6
660.72,Gypsum,Internal,1,4,14
83.11,Cement Sand,Both,2,10,2
54.72,Cement Sand,Both,5,13,1
102.15,Cement Sand,Both,2,10,2
700.65,Cement Sand,Both,1,2,58
1454.11,Gypsum,Internal,3,4,36
95.77,Cement Sand,External,4,17,1
480.9,Cement Sand,External,3,6,15
1638.63,Cement Sand,Internal,6,8,38
183.5,Cement Sand,External,3,5,7
1991.97,Cement Sand,Internal,4,4,81
767.94,Gypsum,Both,10,15,11
675.93,Cement Sand,Both,6,13,13
516.48,Cement Sand,Internal,1,10,6
121.74,Cement Sand,Both,4,9,3
43.82,Gypsum,Internal,4,15,1
76.07,Gypsum,Internal,5,11,1
141.77,Cement Sand,External,7,12,3
1318.56,Gypsum,Internal,2,10,12
176.47,Gypsum,Internal,2,7,2
155.47,Cement Sand,External,3,3,10
68.55,Gypsum,Internal,7,12,1
586.31,Gypsum,Internal,3,5,12
473.09,Gypsum,Internal,3,10,5
31.31,Cement Sand,External,3,4,1
21.51,Cement Sand,Internal,2,15,1
51.39,Gypsum,External,2,5,1
104.83,Cement Sand,External,3,14,1
1835.71,Gypsum,Both,3,6,41
76.82,Cement Sand,Both,1,5,3
562.89,Cement Sand,Both,1,10,9
378.86,Cement Sand,Both,1,9,7
192.39,Cement Sand,External,4,9,4
68.64,Gypsum,Both,2,9,1
67.41,Cement Sand,Internal,1,1,8
174.63,Gypsum,External,2,6,3
104.76,Gypsum,Internal,5,12,1
2048.84,Gypsum,Both,1,8,28
4099.64,Cement Sand,External,1,9,71
3889.79,Cement Sand,External,2,4,167
1570.85,Gypsum,Internal,1,8,16
3833.73,Gypsum,External,4,13,40
731.68,Cement Sand,Both,3,1,146
1065.66,Cement Sand,Internal,1,6,22
93.36,Cement Sand,External,2,4,4
1425.06,Gypsum,Internal,1,6,20
1048.83,Cement Sand,Internal,1,9,15
20.56,Cement Sand,Both,4,10,1
2101.32,Gypsum,Internal,1,3,58
2182.46,Cement Sand,Internal,4,6,59
2370.3,Cement Sand,External,1,15,25
176.11,Cement Sand,Internal,3,2,13
541.82,Gypsum,Both,2,14,5
795.34,Cement Sand,Internal,2,12,9
79.92,Cement Sand,Both,7,5,4
91.4,Gypsum,Internal,2,1,8
2963.83,Gypsum,Both,2,9,40
289.04,Cement Sand,External,4,3,20
47.56,Cement Sand,Both,5,17,1
54.12,Gypsum,Internal,5,10,1
593.06,Cement Sand,Both,1,4,25
2067.17,Cement Sand,External,1,5,65
1482.03,Cement Sand,Internal,3,4,56
297.7,Cement Sand,External,2,1,51
3248.15,Cement Sand,External,4,9,73
4474.97,Cement Sand,Internal,1,9,62
420.8,Cement Sand,Internal,1,18,3
475.92,Cement Sand,Internal,2,8,8
679.62,Gypsum,Internal,1,9,6
130.76,Cement Sand,Both,2,10,2
602.1,Cement Sand,Internal,1,2,38
135.36,Cement Sand,External,5,4,7
185.5,Cement Sand,External,2,11,3
323.95,Cement Sand,Both,1,20,3
119.29,Cement Sand,Internal,2,4,4
4749.23,Cement Sand,Internal,1,3,198
633.55,Cement Sand,Internal,1,4,20
464.84,Cement Sand,Internal,1,14,4
2051.98,Gypsum,Both,6,6,57
1895.59,Gypsum,Internal,4,9,23
2325.59,Gypsum,Internal,1,9,22
387.06,Gypsum,Both,3,8,6
437,Gypsum,Both,6,2,36
537.33,Gypsum,External,2,11,6
1686.1,Cement Sand,Both,6,5,84
126.1,Gypsum,External,1,14,1
772.93,Cement Sand,Both,1,3,43
494.61,Gypsum,Both,1,8,7
91.6,Cement Sand,Both,1,14,1
4330.15,Cement Sand,External,3,2,406
2571.73,Cement Sand,Both,4,10,56
34.17,Cement Sand,Internal,3,15,1
678.07,Gypsum,Internal,2,7,9
370.62,Gypsum,Internal,1,7,4
197.39,Cement Sand,Internal,2,7,4
554.84,Cement Sand,Internal,1,7,10
117.75,Cement Sand,External,1,9,2
361.72,Cement Sand,External,2,12,5
90.58,Cement Sand,Both,1,3,5
367.32,Gypsum,External,1,7,5
4966.8,Gypsum,External,3,1,621
40.82,Cement Sand,External,2,15,1
354.67,Cement Sand,Both,1,4,15
246.42,Cement Sand,External,1,2,19
1822.04,Cement Sand,Internal,1,14,16
4258.12,Gypsum,Both,1,10,47
58.07,Cement Sand,External,1,10,1
852.75,Cement Sand,External,6,14,14
1144.13,Cement Sand,External,3,11,20
317.55,Cement Sand,Both,9,2,48
2290.97,Cement Sand,Internal,3,1,344
41.93,Cement Sand,External,4,12,1
58.09,Cement Sand,Internal,2,12,1
1815.29,Cement Sand,External,3,2,170
123.81,Gypsum,Both,3,1,17
1731.75,Cement Sand,Internal,2,1,238
452.21,Cement Sand,Internal,1,16,4
152.96,Gypsum,Internal,1,9,1
1102.97,Gypsum,External,1,4,29
1564.72,Gypsum,External,3,11,18
2739.9,Cement Sand,Internal,3,11,37
189.67,Cement Sand,Both,1,15,2
1882.03,Cement Sand,Internal,2,10,26
174.87,Cement Sand,External,2,8,4
119.1,Gypsum,Internal,1,11,1
151.22,Cement Sand,Both,3,2,15
649.05,Gypsum,Both,2,7,11
101.68,Cement Sand,Internal,1,10,1
191.97,Cement Sand,Both,1,3,11
404.07,Gypsum,Both,1,2,22
406.2,Cement Sand,Internal,5,13,5
62.81,Cement Sand,Internal,2,3,3
109.07,Gypsum,External,1,10,1
468.1,Gypsum,Internal,1,5,8
324.02,Gypsum,Internal,5,15,3
3754.67,Cement Sand,Internal,1,11,43
949.87,Cement Sand,External,3,10,18
1758.86,Cement Sand,Internal,2,8,30
414.88,Gypsum,Internal,3,3,14
176.34,Cement Sand,External,4,2,18
149.15,Cement Sand,Internal,5,6,4
702.78,Cement Sand,Internal,3,9,12
1857.59,Gypsum,Internal,1,6,26
363.55,Cement Sand,Internal,1,16,3
2214.79,Gypsum,External,2,1,254
786.83,Cement Sand,Internal,5,9,15
603.47,Gypsum,Internal,1,8,6
157,Gypsum,External,4,5,4
2779.57,Cement Sand,Internal,2,2,191
101.9,Gypsum,External,4,3,5
101.71,Cement Sand,External,1,10,2
146.13,Cement Sand,Internal,4,4,6
386.42,Gypsum,Internal,1,10,3
1497.21,Cement Sand,External,1,9,26
41,Cement Sand,Internal,6,8,1
287.74,Gypsum,Internal,7,1,38
877.22,Cement Sand,Internal,7,10,18
1373.17,Cement Sand,External,5,2,150
632.2,Cement Sand,Internal,2,18,5
790.11,Gypsum,Internal,1,6,11
503.47,Gypsum,Internal,2,1,46
183.93,Cement Sand,External,2,4,8
117.48,Gypsum,Internal,1,10,1
381.45,Cement Sand,External,2,3,22
174.33,Gypsum,Both,1,8,2
144.1,Cement Sand,External,3,15,2
184.62,Gypsum,Internal,1,5,3
259.05,Cement Sand,Internal,1,1,32
111.1,Cement Sand,Both,3,1,22
495.25,Cement Sand,External,2,19,4
2308.29,Gypsum,Internal,4,9,28
108.85,Cement Sand,Both,1,10,2
304.35,Cement Sand,Both,1,3,17
4796.56,Gypsum,Both,1,7,76
1417.89,Gypsum,Internal,2,8,16
259.05,Cement Sand,Both,2,8,6
36.26,Cement Sand,Internal,2,6,1
176.67,Gypsum,Internal,9,4,7
136.53,Cement Sand,Both,4,8,4
100.38,Cement Sand,Internal,1,2,6
192.48,Cement Sand,Internal,1,8,3
78.47,Cement Sand,External,2,13,1
452.14,Gypsum,External,1,5,9
1284.36,Gypsum,Both,1,9,16
746.69,Gypsum,External,7,8,16
70.03,Cement Sand,Internal,1,9,1
1809.83,Cement Sand,External,1,6,47
1047.36,Gypsum,Internal,2,15,6
264.7,Cement Sand,External,1,12,3
190.53,Cement Sand,External,2,15,2
2208.87,Cement Sand,Internal,2,18,17
2115.94,Gypsum,Internal,2,6,32
114.98,Gypsum,Internal,7,8,2
1058.55,Cement Sand,Both,1,4,44
181.56,Cement Sand,Internal,1,5,5
1836.42,Cement Sand,Internal,1,8,29
2148.47,Gypsum,External,1,15,15
743.18,Cement Sand,Internal,2,5,20
2283.46,Gypsum,Internal,3,12,19
142.26,Cement Sand,External,3,4,7
143.14,Cement Sand,External,1,6,4
158.6,Cement Sand,Internal,1,4,5
188.68,Cement Sand,Both,2,14,2
33.47,Gypsum,Internal,5,1,4
172.8,Cement Sand,Internal,1,4,5
572.14,Cement Sand,Both,1,6,16
2489.22,Cement Sand,External,3,2,233
2265.98,Gypsum,External,2,4,65
489.71,Cement Sand,Internal,4,5,16
3356.44,Cement Sand,Internal,9,9,84
2367.68,Gypsum,External,1,8,31
104.92,Cement Sand,Internal,1,8,2
780.81,Cement Sand,Both,4,1,169
53.96,Gypsum,Both,4,7,1
137.67,Cement Sand,Internal,3,13,2
2466.98,Cement Sand,Internal,6,1,463
1934.3,Gypsum,External,5,6,47
690.47,Gypsum,External,2,18,4
186.72,Cement Sand,Internal,6,6,6
1284.89,Gypsum,Both,2,1,157
80.51,Cement Sand,Both,10,2,13
56.83,Gypsum,Internal,4,1,6
4329.39,Cement Sand,External,2,8,93
380.61,Gypsum,Both,3,6,8
76.06,Cement Sand,External,2,4,3
621.09,Cement Sand,Both,1,6,17
182.75,Cement Sand,External,6,11,4
97.33,Gypsum,External,2,14,1
4498.3,Cement Sand,Internal,1,1,562
151.91,Cement Sand,External,1,6,4
71.11,Cement Sand,Internal,2,9,1
1673.03,Gypsum,Internal,5,2,98
129.18,Cement Sand,External,2,18,1
214.84,Cement Sand,Internal,2,9,3
698.7,Cement Sand,Internal,4,14,8
167.33,Cement Sand,External,3,4,8
582.34,Cement Sand,External,2,3,33
161.06,Cement Sand,Internal,5,10,3
152.69,Cement Sand,Both,3,3,10
127.32,Cement Sand,Internal,2,2,9
2390.89,Gypsum,Both,2,9,32
196.21,Gypsum,External,1,12,2
147.74,Cement Sand,External,4,10,3
4586.13,Cement Sand,External,2,10,79
944.24,Gypsum,Both,1,4,26
790.27,Cement Sand,External,1,6,21
242.63,Gypsum,External,2,1,28
1762.37,Cement Sand,Both,4,3,127
697.18,Gypsum,Internal,1,11,5
452.15,Gypsum,External,2,13,4
1736.38,Cement Sand,Internal,1,11,20
3744.37,Cement Sand,External,2,5,129
432.58,Cement Sand,Internal,5,8,9
371.62,Cement Sand,Both,7,4,25
112.56,Cement Sand,External,3,9,2
115.84,Gypsum,Internal,1,9,1
355.93,Cement Sand,Internal,2,13,4
36.68,Cement Sand,Both,2,7,1
556.82,Cement Sand,Both,1,5,19
4917.09,Gypsum,Internal,1,6,68
729.56,Cement Sand,Both,2,8,17
247.8,Cement Sand,Internal,1,1,31
184.23,Gypsum,Internal,5,10,2
4787.79,Cement Sand,Both,4,1,1037
1525.56,Gypsum,Internal,5,8,22
435.16,Cement Sand,Both,6,8,14
1747.14,Cement Sand,Internal,1,12,18
158.22,Gypsum,Both,1,1,18
196.58,Gypsum,External,1,1,20
312.44,Gypsum,Both,1,15,2
389.44,Gypsum,Both,1,1,43
1641.24,Gypsum,Internal,3,1,164
2011.35,Cement Sand,Internal,2,17,16
235.88,Gypsum,External,2,7,4
2409.33,Cement Sand,Both,1,16,25
4354.55,Gypsum,Internal,3,7,62
267.69,Cement Sand,Both,1,12,4
490.56,Gypsum,Internal,1,4,10
2410.07,Cement Sand,Both,1,2,201
499.37,Gypsum,External,1,9,6
46.07,Gypsum,External,4,14,1
25.78,Cement Sand,Both,5,1,6
535.31,Cement Sand,Both,1,10,9
355.78,Gypsum,Internal,2,13,3
34.42,Gypsum,External,2,5,1
1577.56,Cement Sand,Internal,2,10,22
844.71,Cement Sand,Both,1,8,18
633.75,Gypsum,Internal,3,8,8
1095.63,Cement Sand,Internal,1,1,137
1844.29,Cement Sand,External,2,13,24
1069.76,Gypsum,Both,2,12,11
20.64,Cement Sand,Internal,1,10,1
91.13,Gypsum,Internal,1,3,3
111.01,Gypsum,External,1,12,1
413.32,Cement Sand,Internal,1,7,7
702.33,Cement Sand,External,1,1,110
822.62,Cement Sand,External,9,2,116
140.72,Gypsum,External,2,8,2
2437.05,Cement Sand,Internal,1,16,19
446.25,Cement Sand,External,2,13,6
151.81,Gypsum,Both,1,9,2
1246.13,Gypsum,External,3,15,10
868.34,Cement Sand,Internal,1,5,22
297.3,Cement Sand,External,1,10,5
395.19,Cement Sand,Internal,1,6,8
320.69,Cement Sand,External,3,12,5
4951.81,Cement Sand,Internal,2,9,76
758.42,Gypsum,External,4,1,103
112.25,Cement Sand,Internal,1,14,1
617.34,Cement Sand,External,3,9,13
1424.84,Cement Sand,External,1,5,45
161.4,Cement Sand,Both,1,3,9
474.99,Cement Sand,External,1,8,9
279.52,Gypsum,Internal,1,8,3
203.8,Gypsum,Internal,1,13,1
99.66,Cement Sand,Internal,2,7,2
1397.69,Cement Sand,Internal,2,8,24
534.42,Cement Sand,Internal,3,3,27
109.65,Gypsum,Both,2,1,13
2348.36,Cement Sand,Internal,1,8,37
157.61,Cement Sand,Internal,1,14,1
1534.67,Cement Sand,External,5,5,67
1869.95,Gypsum,Internal,5,10,22
4796.88,Cement Sand,Internal,1,17,35
20.44,Cement Sand,External,1,15,1
291.82,Gypsum,Internal,3,8,4
117.26,Cement Sand,External,2,4,5
91.12,Cement Sand,Internal,3,1,14
2098.8,Cement Sand,Both,1,9,39
151.08,Cement Sand,Internal,3,12,2
1457.45,Cement Sand,Both,3,15,19
3054.44,Cement Sand,Internal,1,12,32
34.6,Cement Sand,External,4,9,1
721.59,Gypsum,Internal,1,1,60
452.5,Gypsum,External,1,20,2
398.27,Gypsum,External,1,9,5
188.35,Cement Sand,Internal,2,4,6
699.14,Gypsum,External,7,1,117
70.93,Cement Sand,External,2,5,2
1810.06,Gypsum,Internal,4,17,12
68.48,Cement Sand,Internal,3,9,1
1218.85,Gypsum,Internal,3,2,61
1394.5,Cement Sand,External,1,15,15
1922.01,Cement Sand,Internal,1,2,120
1713.97,Cement Sand,Internal,1,6,36
62.93,Cement Sand,External,1,6,2
53.01,Gypsum,External,5,1,8
217.95,Cement Sand,Both,1,14,3
146.42,Cement Sand,External,4,15,2
195.2,Gypsum,Both,2,4,6
2101.81,Gypsum,Internal,4,10,23
245.27,Cement Sand,Internal,3,6,6
146.14,Cement Sand,Internal,1,6,3
119.77,Cement Sand,Both,1,7,3
107.49,Cement Sand,External,1,12,1
739.36,Cement Sand,Internal,2,14,7
103.43,Cement Sand,External,1,4,4
627.22,Gypsum,Both,3,3,28
496.11,Gypsum,Internal,7,8,8
480.93,Cement Sand,Internal,1,14,4
30.44,Cement Sand,Both,1,13,1
1197.37,Gypsum,Both,1,7,19
1457.23,Cement Sand,External,1,14,16
119.41,Gypsum,Both,3,2,8
4099.43,Gypsum,Internal,1,4,85
168.92,Cement Sand,Both,1,8,4
223.59,Cement Sand,Internal,5,5,8
86.27,Cement Sand,Both,1,4,4
196.5,Cement Sand,Internal,3,2,15
468.98,Gypsum,Internal,1,4,10
366.78,Cement Sand,Internal,3,6,9
1862.2,Cement Sand,Internal,1,17,14
1508.16,Cement Sand,Internal,1,9,21
191.3,Cement Sand,Both,3,2,19
1422.99,Gypsum,Internal,2,2,65
934.14,Cement Sand,Internal,1,20,6
798.15,Cement Sand,Internal,3,3,40
404.16,Gypsum,Internal,5,8,6
263.42,Cement Sand,Internal,3,10,4
765.39,Cement Sand,Internal,3,2,57
671.21,Gypsum,External,5,3,33
697.72,Gypsum,Internal,2,10,6
108.39,Cement Sand,Both,1,10,2
3340.2,Cement Sand,External,1,6,87
725.95,Cement Sand,Both,1,8,15
166.39,Gypsum,Internal,1,4,3
516.38,Cement Sand,External,3,10,10
310.19,Cement Sand,External,3,14,4
3056.58,Gypsum,Internal,2,12,23
338.78,Cement Sand,Internal,1,10,4
132.88,Gypsum,Internal,3,11,1
22.47,Cement Sand,External,2,15,1
177.84,Cement Sand,Internal,5,2,16
795.77,Cement Sand,Internal,3,4,30
233.47,Cement Sand,Internal,1,4,7
865.88,Cement Sand,Both,5,9,22
43.56,Cement Sand,Internal,3,2,3
271.73,Cement Sand,External,2,4,12
936.18,Gypsum,Both,1,9,12
575.67,Cement Sand,Internal,1,2,36
1117.83,Gypsum,Internal,1,14,7
838.06,Cement Sand,Both,1,6,23
180.37,Cement Sand,Both,2,2,17
70.23,Cement Sand,Both,1,12,1
505.27,Cement Sand,External,7,1,126
716.58,Cement Sand,Both,6,8,22
3966.9,Cement Sand,Internal,7,4,198
615.18,Cement Sand,Both,2,4,28
530.03,Cement Sand,External,1,7,12
127.33,Cement Sand,External,3,2,12
78.42,Cement Sand,Both,4,6,3
254.19,Cement Sand,Internal,6,13,4
534.27,Cement Sand,Internal,7,9,12
150.08,Gypsum,Both,2,4,5
74.07,Gypsum,Internal,1,11,1
50,Gypsum,Internal,1,3,1
2335.09,Gypsum,Internal,3,14,17
462.59,Gypsum,Both,4,18,4
750.83,Cement Sand,Internal,6,4,35
504.63,Cement Sand,Internal,2,3,23
32.58,Cement Sand,Internal,1,14,1
210.43,Cement Sand,Both,3,7,6
330.21,Cement Sand,Internal,5,17,3
25.47,Gypsum,Internal,3,1,3
1401.73,Cement Sand,Both,2,14,18
158.94,Cement Sand,Internal,3,2,12
694.31,Gypsum,Internal,1,4,14
3564.52,Cement Sand,External,2,1,613
38.69,Cement Sand,Internal,3,13,1
99.08,Cement Sand,Both,1,10,2
311.04,Gypsum,Internal,1,14,2
2371.38,Cement Sand,External,1,6,62
562.23,Cement Sand,Both,1,4,23
1533.13,Cement Sand,Both,2,12,23
64.87,Gypsum,Internal,2,7,1
443.37,Cement Sand,Both,4,10,10
543.14,Cement Sand,External,2,3,31
347.23,Cement Sand,Both,2,5,13
583.98,Cement Sand,External,1,8,11
408.41,Gypsum,Internal,2,7,5
1584.2,Cement Sand,Internal,4,4,64
126.89,Gypsum,Both,7,5,5
1770.47,Cement Sand,Internal,1,15,15
779.01,Gypsum,Both,1,17,5
581.19,Cement Sand,External,2,9,11
629.01,Cement Sand,External,4,1,128
244.05,Gypsum,External,1,6,4
49.97,Cement Sand,Internal,1,3,2
818.3,Gypsum,External,6,5,26
89.88,Cement Sand,Both,3,4,4
233.2,Cement Sand,External,2,4,10
365.68,Cement Sand,Both,5,7,12
41.94,Gypsum,Both,3,11,1
349.51,Gypsum,Internal,3,1,35
1505.46,Cement Sand,Internal,5,2,132
122.29,Cement Sand,External,3,11,2
386.35,Cement Sand,External,1,9,7
80.64,Cement Sand,Internal,2,8,1
1902.75,Gypsum,Internal,1,7,23
76.33,Cement Sand,External,3,9,2
632.92,Gypsum,Internal,1,9,6
157.7,Cement Sand,Both,1,3,9
666.76,Gypsum,Both,4,8,12
4068.35,Cement Sand,Internal,1,15,34
290.17,Gypsum,Internal,3,3,10
688.87,Gypsum,Internal,1,7,8
2000.28,Cement Sand,Internal,2,7,39
2132.85,Gypsum,Both,1,7,34
128.48,Gypsum,Both,1,19,1
2864.29,Cement Sand,Both,1,8,60
1425.9,Cement Sand,Both,7,9,42
146.55,Cement Sand,Both,1,10,2
65.47,Cement Sand,Internal,6,17,1
1845.58,Gypsum,Internal,5,8,27
54.27,Cement Sand,Both,2,16,1
26.59,Cement Sand,Internal,3,2,2
1411.13,Gypsum,External,3,1,176
25.88,Cement Sand,Both,1,14,1
163.52,Gypsum,Internal,2,10,1
173.85,Cement Sand,Both,1,6,5
4530.69,Cement Sand,External,1,5,142
4575.11,Cement Sand,External,7,12,95
3355.8,Gypsum,Both,6,7,80
79.78,Cement Sand,Internal,6,8,2
312.81,Gypsum,Both,1,10,3
3271.9,Gypsum,Both,1,9,40
1930.2,Cement Sand,Both,2,1,354
560.62,Cement Sand,Both,1,13,7
60.77,Gypsum,Internal,3,14,1
2422.67,Cement Sand,External,2,8,52
168.43,Cement Sand,External,2,8,4
456.74,Cement Sand,Both,2,1,84
57.66,Cement Sand,Internal,2,6,1
228.3,Gypsum,Internal,3,9,3
119.05,Cement Sand,Internal,1,15,1
153.24,Cement Sand,External,1,5,5
315.5,Cement Sand,Both,2,1,58
733.43,Cement Sand,External,2,15,8
505.36,Cement Sand,Internal,5,5,18
141.02,Gypsum,Internal,1,2,6
181.19,Cement Sand,Internal,1,2,11
109.95,Cement Sand,Both,1,5,4
4867.83,Cement Sand,Internal,1,9,68
161.18,Cement Sand,External,4,3,11
189.87,Gypsum,External,1,4,5
162.69,Gypsum,Both,3,6,4
426.15,Cement Sand,Internal,6,6,13
362.63,Gypsum,Both,2,7,6
4806.64,Gypsum,Internal,1,5,80
1983.65,Cement Sand,External,1,4,77
1323.02,Cement Sand,Internal,2,13,14
2327.9,Cement Sand,Internal,2,9,36
1092.31,Cement Sand,Internal,3,19,9
130.22,Cement Sand,Internal,1,11,1
526.6,Gypsum,Both,1,5,12
166.45,Cement Sand,External,6,17,2
53.32,Cement Sand,Internal,3,6,1
625.86,Cement Sand,Internal,3,16,6
20.94,Cement Sand,Both,1,6,1
39.13,Cement Sand,Internal,1,5,1
684.44,Gypsum,Internal,10,3,36
33.84,Cement Sand,Internal,3,16,1
58.5,Cement Sand,Internal,3,8,1
234.47,Gypsum,Internal,2,2,11
278.88,Gypsum,Both,3,6,6
376.87,Cement Sand,Internal,2,6,9
643.1,Cement Sand,Internal,2,1,88
121.99,Gypsum,Internal,1,2,5
284.03,Cement Sand,External,1,14,3
496.06,Gypsum,Internal,1,8,5
80.63,Cement Sand,Both,3,2,8
4080.24,Gypsum,Internal,3,8,51
87.96,Cement Sand,Both,9,15,2
185.13,Cement Sand,Both,2,6,6
391.05,Cement Sand,Internal,7,6,13
177.21,Cement Sand,Both,1,14,2
157.85,Cement Sand,Internal,1,7,3
47.15,Gypsum,Internal,1,8,1
1153.25,Gypsum,External,2,7,19
1021.67,Cement Sand,Both,3,12,17
113.35,Gypsum,Internal,3,5,2
69.38,Gypsum,Both,3,5,2
417.64,Cement Sand,Both,2,12,6
640.65,Cement Sand,External,4,5,26
553.06,Cement Sand,Both,2,8,13
3272.92,Cement Sand,Both,3,4,164
52.6,Gypsum,External,2,4,2
146.68,Gypsum,External,2,6,3
24.33,Cement Sand,External,7,1,6
478.56,Cement Sand,External,5,9,12
455.58,Gypsum,Both,1,13,4
480.34,Gypsum,Internal,3,10,5
52.61,Gypsum,External,2,15,1
34.35,Gypsum,External,1,16,1
1240.78,Cement Sand,Internal,1,2,78
429.35,Cement Sand,Internal,2,9,7
4729.63,Gypsum,Internal,3,1,473
191.25,Cement Sand,Internal,1,10,2
237.78,Cement Sand,Both,6,20,3
336.92,Gypsum,Internal,1,9,3
269.09,Cement Sand,Internal,1,13,3
510.08,Cement Sand,External,4,12,9
156.8,Cement Sand,External,1,1,24
151.06,Cement Sand,Both,8,6,7
3825.22,Cement Sand,Both,1,1,638
144.48,Cement Sand,Internal,2,6,3
257.17,Cement Sand,Internal,3,10,4
52,Cement Sand,External,2,11,1
526.88,Cement Sand,Internal,1,9,7
1133.56,Cement Sand,Both,1,5,38
768.27,Cement Sand,Internal,1,9,11
125.8,Cement Sand,Both,1,2,10
583.16,Gypsum,Internal,2,15,4
190.07,Cement Sand,Both,8,9,6
563.92,Cement Sand,External,1,2,44
4613.38,Cement Sand,External,1,10,72
261.78,Gypsum,External,3,5,7
50.46,Cement Sand,Internal,3,10,1
402.46,Gypsum,External,1,7,6
477.46,Cement Sand,Both,2,5,18
36.19,Cement Sand,External,2,9,1
2000.54,Gypsum,Internal,3,12,17
357.16,Gypsum,External,1,2,19
4290.85,Cement Sand,External,5,9,104
475.43,Gypsum,External,3,6,10
179.23,Cement Sand,Internal,4,8,4
310.25,Gypsum,External,1,6,5
635.24,Cement Sand,Both,1,5,21
117.31,Gypsum,Both,6,14,1
224.85,Cement Sand,Both,5,2,26
1662.35,Cement Sand,Internal,3,2,125
395.66,Cement Sand,External,4,10,8
3210.26,Cement Sand,Internal,6,7,86
1501.27,Cement Sand,Internal,1,16,12
36.04,Cement Sand,External,2,1,6
4029.51,Cement Sand,External,1,15,42
259.61,Gypsum,Internal,2,6,4
956.67,Gypsum,Internal,2,5,18
1666.87,Gypsum,External,2,3,64
265.1,Cement Sand,Internal,2,4,9
1768.7,Cement Sand,Both,5,15,28
1718.87,Cement Sand,External,2,14,21
38.36,Gypsum,Internal,2,9,1
